AR_Ref,AR_Design,FA_CodeFamille,AR_PrixAch,AR_PrixVen
21502022,AXE DE SERRAGE POMPE A15/A25,PRPVPN,11.650000,17.000000
21503022,AXE INOX REP. 13,PRPVPN,14.710000,21.000000
2160003062,MANIVELLE,PRPDI2,865.150000,1573.000000
2160004062,MANIVELLE AU10S4,PRPDI2,330.200000,508.000000
2190026106,"RONDELLE DE CALAGE (EP. 0,025)",PRPDI2,20.800000,32.000000
2190030006,RONDELLE INTERCALAIRE,PRPDI1,12.650000,23.000000
2190033006,RONDELLE INTERMEDIAIRE,PRPDI1,0.000000,0.000000
01903940078,RONDELLE DE SERRAGE 60 GM,PRPDSMAG,32.500000,65.000000
0220021028,VIS DE PURGE M ROY INOX,PRPDI1,90.350000,139.000000
2210060002,"""BOITE A CLAPET INOX 1""""1/2""",PRPDI2,3328.000000,5120.000000
2210060003,BOITE A CLAPET,PRPDI2,5343.000000,8220.000000
2210062002,"""BOITE CLAPET 2""""1/2 INOX 316L""",PRPDI2,0.000000,0.000000
2210206002,BOITE A CLAPET 1 '',PRPDI2,562.250000,865.000000
2210263002,"""ENS BOITE CLAPET INOX 1""""1/4""",PRPDI2,1049.400000,1908.000000
2210263012,"""ENS BOITE CLAPET INOX 1""""1/4""""""",PRPDI2,1040.050000,1891.000000
2210264002,USA - VOIR 2210264002N,PRPDI2,618.800000,952.000000
2210264102,BOITE CLAPET 1/2 INOX ASP/REF,PRPDI2,941.200000,1448.000000
2210264103,"""BOITE A CLAPET 1/2"""" ALLOY 20 BILLE D9.52""",PRPDI2,0.000000,0.000000
2240009016,"""SIEGE INFERIEUR DE BOITE A CLAPET 2""""- OBSOLETE VOIR 2210062002""",PRPDI2,0.000000,0.000000
2240012028,SIEGE INF. RP21,PRPDI2,0.000000,0.000000
2240019016,"""SIEGES SUPERIEUR DE BOITE A CLAPET 2""""""",PRPDI2,0.000000,0.000000
2240020028,SIEGE SUP DE BUTEE,PRPDI2,0.000000,0.000000
2250040099,JOINT DE CARTER,PRPDI2,9.350000,17.000000
22502022,TIGE FILETEE POUR A25,PRPVPN,21.670000,29.000000
22626-0000,GARNITURE MECANIQUE 080 - POMPE 53040,PRPCM,45.920000,76.000000
2300-05FEE,ROBINET A MEMBRANE COMMANDE MANUELLE DN50 PN10 PVC-U / EPDM,VAD,130.480000,210.000000
2300159,SPRING BY PASS POMPE V096.07,PRPVPE,7.000000,10.000000
2300202,BY PASS POPPEL POMPE V096.07,PRPVPE,4.900000,7.000000
230025074,CAME DE REGLAGE C14,PRPDSMAG,0.000000,0.000000
2300257,KIT MAINTENANCE RYTON V096.07,PRPVPE,154.000000,230.000000
2300268,KIT MAINTENANCE RYTON V330/10,PRPVPE,175.000000,250.000000
2300283,KIT DE MAINTENANCE V015.12 R,PRPVPE,160.000000,230.000000
233137015,RACCORD UNION 3 P. INOX 316 RACCORD 1/2'' G M/F,VAD,5.690000,10.700000
23323-0000B,PISTOLET ALUMINIUM DN25 - RACCORD CANNELE,PCP,48.850000,70.000000
23341015,OBSOLETE - VOIR 023230004,VAD,45.050000,77.000000
2370002006,VIS REGLAGE ROULEMENT,PRPDI2,87.100000,134.000000
2370005006,VIS PORTE ROULEMENT PERCEE,PRPDI2,160.550000,247.000000
2370006006,VIS PORTE ROULEMENT PLEINE,PRPDI2,1314.500000,2390.000000
2370008052,COUSSINET CONIQUE MB,PRPDI2,39.650000,61.000000
2370014006,VIS DE REGLAGE DE ROULEMENT,PRPDI2,160.600000,292.000000
2370019062,TOURILLON ARRIERE DE MANIVELLE,PRPDI2,916.300000,1666.000000
2370020052,COUSSINET CONIQUE PERCE,PRPDI2,90.000000,128.700000
2370034006,VIS DE PALIER MD,PRPDI2,52.800000,96.000000
2379999175,"CHEMISE DE PISTON  D11,1",PRPDI2,62.000000,96.000000
2379999275,CHEMISE DE PISTON D15.9,PRPDI2,46.800000,72.000000
24000184,DISTRIBUTEUR AIR COMPLET PETP POMPE A40/AD50/AH40,PRPVPE,186.680000,249.000000
0240008028,SIEGE DE SOUPAPE,PRPDI1,0.000000,0.000000
0240010016,SIEGE SOUPAPE SEC.,PRPDI1,367.400000,668.000000
0240010028,SIEGE ( SPE SEC. 1 ),PRPDI1,1026.850000,1867.000000
240012016,SIEGE DE SOUPAPE (OBSOLETE vendu jusqua epuisement des stocks),PRPDI2,0.000000,0.000000
24001351,BUTEE DE CLAPET PE A40 EEE,PRPVPE,23.100000,33.000000
24001451,ECROU DE SERRAGE BUTEE PE,PRPVPE,12.500000,20.000000
24001851,SIEGE DE CLAPET PE A40 EEE,PRPVPE,25.420000,41.000000
24002022,AXE DE SERRAGE POMPE A40,PRPVPE,21.230000,28.300000
0240024075,SIEGE DE PURGEUR (A),PRPDI1,0.000000,0.000000
240107026,ENS. SIEGE CLAPET D.15.9,PRPDI2,0.000000,0.000000
240108026,ENS. SIEGE CLAPET D.25 HASTELLOY C276,PRPDI2,0.000000,0.000000
240173016,SIEGE DE BILLE D15.9 INOX POUR REF. 3050879502,PRPDSMAG,0.000000,0.000000
0240173070,SIEGE CLAPET 15.9 USINAGE SUIVANT YY=73,PRPDI1,0.000000,0.000000
0240174016,SIEGE DE BILLE INOX B.A.C. MROY B RAINURE,PRPDI1,96.200000,148.000000
0240174028,ANCIEN SIEGE DE BOITE A CLAPET UB6 3050883006 SANS CIRCLIPS,PRPDI1,0.000000,0.000000
0240175016,SIEGE DE BILLE INOX B.A.C. MROY A,PRPDI1,43.550000,67.000000
0240175028,SIEGE RAINURE DE B.A.C. UB6 MROYA,PRPDI1,0.000000,0.000000
2418351266,RESSORT ASP POMPE CHEVALET REP.25,PRPDI2,0.000000,0.000000
2430025074,PLOT DE FREINAGE MD/MB,PRPDI2,12.350000,19.000000
2430028274,PLOT FREINAGE,PRPDI2,26.950000,49.000000
2430031039,POUSSOIR DE BLOCAGE,PRPDI2,78.100000,142.000000
2440002016,FOULOIR,PRPDI2,0.000000,0.000000
2449999116,FOULOIR D11.1,PRPDI2,100.100000,154.000000
25000184,DISTRIBUTEUR D'AIR A50,PRPVPE,236.380000,338.000000
0250056099,JOINT DE CARTER POMPE MILROYAL B,PRPDI2,22.100000,34.000000
0250057099,JOINT DE CARTER REP.25 MILROYAL C,PRPDI2,71.500000,130.000000
0250092099,JOINT ETANCHEITE,PRD,0.000000,0.000000
0250093082,SOUFFLET D'ETANCHEITE,PRPDSMEC,0.000000,0.000000
0250097099,JOINT DE TAMBOUR,PRPDSMEC,0.000000,0.000000
0250104084,JOINT DE CLAPET VITON D73,PRPDI1,0.000000,0.000000
0250107075,JOINT GUIDE CLAPET,PRPDI1,74.100000,114.000000
0250107175,JOINT PLAT RACCORD,PRPDI2,62.400000,96.000000
0250108099,JOINT DE LANTERNE,PRPDI2,12.650000,23.000000
0250109075,OBSOLETE - VOIR REF 3050919010,PRPDI2,0.000000,0.000000
0250109175,REMPLACEE PAR 3050919010,PRPDI2,0.000000,0.000000
0250109275,OBSOLETE - VOIR 3050919020,PRPDI2,0.000000,0.000000
0250109375,JOINT DE CLAPET - OBSOLETE VOIR 3050919030,PRPDI2,0.000000,0.000000
0250109575,JOINT DE BOITE A CLAPET D25,PRPDI1,10.450000,19.000000
0250109675,JOINT DE CLAPET,PRPDI2,13.650000,21.000000
0250115099,JOINT DE COUVERCLE,PRPDI2,0.000000,0.000000
0250117099,JOINT DE LANTERNE POMPE MILROYAL B,PRPDI2,7.800000,12.000000
0250132099,JOINT BRIDE MOTEUR F165,PRPDI1,9.100000,14.000000
0250139075,JOINT DE CORPS,PRPDI2,25.300000,46.000000
0250140075,JOINT DE CORPS D166,PRPDI2,29.150000,53.000000
0250141075,JOINT CORPS D106,PRPDI2,22.550000,41.000000
0250142075,JOINT CORPS D106,PRPDI2,23.650000,43.000000
0250144099,JOINT PLAT DE CHAMBRE RB,PRPDI1,23.650000,43.000000
0250166099,JOINT PLAT,PRPDI1,6.050000,11.000000
0250177099,JOINT DE CARTER,PRPDI1,18.200000,28.000000
0250178099,JOINT BRIDE MOTEUR F130,PRPDI1,8.450000,13.000000
414010,ELECTRODE INOX D.16 mm,MEM,20.900000,38.000000
25042,BILLE 12.7 INOX,PRPDSMAG,8.000000,16.000000
25074,BOITE CLAPET PP REFOULEMENT,PRPDSMAG,97.000000,194.000000
25075,BOITE CLAPET PP ASPIRATION,PRPDSMAG,0.000000,0.000000
25104,CANNE D'INJECTION PP 9x12 - LE-515M / 85T,PRPDSMAG,0.000000,0.000000
25105,BOITE A CLAPET REFOULEMENT PP 75T/85T,PRPDSMAG,0.000000,0.000000
25107,BOITE A CLAPET ASPIRATION PP 75T/85T,PRPDSMAG,0.000000,0.000000
25108,CORPS DE CANNE D'INJECTION,PRPDSMAG,21.500000,43.000000
25121,JOINT PLAT BUNA-N/NY,PRPDSMAG,0.000000,0.000000
25127,VIS 10-24 x 4.5 R,PRPDSMAG,7.700000,14.000000
25128,SIEGE PTFE 12.7,PRPDSMAG,10.500000,21.000000
25154,CLAPET DE PIED CREPINE PP 9X12 - LE 25T / 35T,ACPDSMAG,45.100000,82.000000
25173,CORPS DE BOITE A CLAPET TUYAU 9X12,PRPDSMAG,25.500000,51.000000
2520004500,"ENS. VIS SANS FIN 1/18,5",PRPDI2,3026.100000,5502.000000
2520076001,COUPLE ROUE-VIS 1/10 MILD,PRPDI2,587.600000,904.000000
2520076002,COUPLE ROUE-VIS 1/15 MIL D,PRPDI2,550.550000,847.000000
2520076003,COUPLE ROUE-VIS 1/30 MD,PRPDI2,587.600000,904.000000
2520076004,COUPLE ROUE/VIS 1/60 MIL D,PRPDI2,497.200000,904.000000
25203,CANNE D'INJECTION DOSEUR 72T,PRPDSMAG,0.000000,0.000000
25231,BOITE A CLAPET REFT. 92T,PRPDSMAG,0.000000,0.000000
25232,BOITE A CLAPET ASP. 92T,PRPDSMAG,0.000000,0.000000
25234,CREPINE 92T PTFE,PRPDSMAG,0.000000,0.000000
25237,VARISTOR,PRPDSMAG,0.000000,0.000000
2530001098,ECHELLE DE DEBIT MD,PRPDI2,23.400000,36.000000
2530009098,ECHELLE DE DEBIT,PRPDI2,31.200000,48.000000
2530025074,GRADUATION DE REGLAGE XA,PRPDI1,0.000000,0.000000
2530028062,ECHELLE DE DEBIT mROY B,PRPDI1,11.000000,20.000000
2530046098,ECHELLE DE DEBIT MD,PRPDI2,0.000000,0.000000
25411,BOITE A CLAPET REFOULEMENT LE-36,PRPDSMAG,40.500000,81.000000
25412,BOITE A CLAPET ASPIRATION LE-36,PRPDSMAG,30.000000,60.000000
25414,RESSORT .36x.038x.75 MARQUAGE ROUGE,PRPDSMAG,0.000000,0.000000
2550013000,TAMBOUR DE REGLALE MD,PRPDI2,0.000000,0.000000
2550015000,ENS. TAMBOUR DE REGLAGE (C),PRPDI2,0.000000,0.000000
2550020016,BOUTON DE REGLAGE mROY,PRPDI1,349.050000,537.000000
2550024016,BOUTON DE REGLAGE MILROYAL D,PRPDI2,105.050000,191.000000
25540,CORPS DE DOSEUR 1.8 ACL,PRPDSMAG,96.000000,192.000000
25540-1,CORPS DE DOSEUR 1.8 ACL (avec taraudage de purge),PRPDSMAG,173.250000,315.000000
25550-1,CORPS DE DOSEUR 0.9 ACL,PRPDSMAG,182.600000,332.000000
25558,RESSORT INOX - DOSEUR HV,PRPDSMAG,9.000000,18.000000
2560007006,VIS DE REGLAGE DEBIT,PRPDI2,372.900000,678.000000
2560011006,VIS D'ARRET VERNIER,PRPDI1,13.200000,24.000000
2560027006,VIS DE REGLAGE DE COURSE MD,PRPDI2,93.500000,170.000000
25631,RACCORD TUYAU POUR SOUPAPE LMI,PRPDSMAG,0.000000,0.000000
25636-1M,"TUYAU PE NAT. 3,17x6,35   (Prix au ML)",VAD,0.000000,0.000000
25649,"""CORPS DE B.A.C. 1/2"""" - 15x23 HV""",PRPDSMAG,19.000000,38.000000
25650,RACCORD CANNELE 15x23 - 1/2,PRPDSMEC,19.500000,39.000000
25659,DOSEUR COMPLET LE- 76 HV ACRYLIC/PP,PRPDSMAG,163.500000,327.000000
25660,DOSEUR COMPLET LE-86HV,PRPDSMAG,179.850000,327.000000
25661,BOITE A CLAPET REFOULEMENT LE-76/86,PRPDSMAG,36.500000,73.000000
25662,BOITE A CLAPET ASPIRATION LE-76/86,PRPDSMAG,30.000000,60.000000
25663,CANNE D'INJECTION HV,PRPDSMAG,52.500000,105.000000
25719,MEMBRANE 6.0 FLUOROFILM,PRPDSMAG,78.000000,156.000000
6-100-18-1-6,JOINTS TORIQUES DE MANIFOLD FEP ATEX (Pompe avant N° serie 1106...),PRPVPN,15.050000,21.520000
25887-1,FLASQUE 6.0 + RONDELLE,PRPDSMEC,84.500000,169.000000
25900,SOUPAPE 4 FONCTIONS LE75S/85S,PRPDSMAG,0.000000,0.000000
25905,CORPS DE DOSEUR 6.0 PVC,PRPDSMAG,161.700000,294.000000
25957-1,PRESSE ETOUPE LMI,PRPDSMAG,0.000000,0.000000
25963,RONDELLE PLATE NYLON,PRPDSMAG,0.000000,0.000000
25976,DOSEUR COMPLET LE-36,PRPDSMAG,0.000000,0.000000
25977,CLAPET DE PIED-CREPINE PVC 9X12 LE-36,PRPDSMAG,57.750000,105.000000
26006,"TRANSMETTEUR IMPULSION POMPE LMI B7, B9, C7 et C9",ACPDSMAG,0.000000,0.000000
26006P,TRANSMETTEUR IMPULSION + CALE POMPE LMI P5 et J5,ACPDSMAG,0.000000,0.000000
26024,CORPS DE B.A.C. 1/2 NPT PVC,PRPDSMAG,41.800000,76.000000
26032,"""CORPS DE BOITE A CLAPET ASPIRATION  PP 1/2"""" NPT""",PRPDSMEC,42.500000,85.000000
26033,"""CORPS DE BOITE A CLAPET REFOULEMENT PP 1/2""""NPT""",PRPDSMAG,46.750000,85.000000
26034-10,PROLONGATEUR 4 BROCHES - LG : 3 m,ACPDSMAG,34.650000,63.000000
26034-20,PROLONGATEUR 4 BROCHES - LG : 6 m,ACPDSMAG,45.650000,83.000000
26034-50,PROLONGATEUR 4 BROCHES - 15 METRES - POMPE LMI,ACPDSMAG,61.050000,111.000000
26040,CORPS DE DOSEUR LE-75HV,PRPDSMAG,133.100000,242.000000
26050,"CORPS DE DOSEUR 0,9 HV PP",PRPDSMAG,112.000000,224.000000
2610001006,CLAVETTE DE COULISSEAU MB,PRPDI2,24.700000,38.000000
2610002006,CLAVETTE DE COULISSEAU MILROYAL C,PRPDI2,301.950000,549.000000
26323,GUIDE BILLE PPGF (pour bille D12.7),PRPDSMAG,9.350000,17.000000
26412,FUSIBLE 20A - PPE LMI SERIE J5,PRPDSMAG,0.000000,0.000000
26713,CANNE D'INJECTION PVC - 9X12,PRPDSMAG,57.750000,105.000000
2680012006,AXE DE MANIVELLE,PRPDI2,1334.850000,2427.000000
2680024206,TIGE DE PISTON,PRPDI2,0.000000,0.000000
26894CE,ELECTRO-AIMANT + CAPOT AV 3.5 0.9,PRPDSMAG,326.500000,653.000000
26898CE,ELECTROAIMANT B73**/B9**,PRPDSMAG,325.000000,650.000000
26983,JOINT TORIQUE .9375ID X .139W,PRPDSMAG,4.950000,9.000000
27043,SOUPAPE 4 FONCTIONS PVDF 9 x 12,ACPDSMAG,0.000000,0.000000
27052,BOITE A CLAPET REFOULEMENT HV - 9x12,PRPDSMEC,45.000000,90.000000
27052/Z,BOITE A CLAPET REFOULEMENT HV-9x12 BILLE CERAMIQUE,PRPDSMAG,0.000000,0.000000
27053,BOITE A CLAPET ASPIRATION HV - 15x23,PRPDSMEC,45.000000,90.000000
27053/Z,BOITE A CLAPET ASPIRATION HV - 15x23 BILLE CERAMIQUE,PRPDSMAG,0.000000,0.000000
27080,CANNE D'INJECTION HV PP,ACPDSMAG,52.500000,105.000000
27080/Z,CANNE D'INJECTION HV PP - BILLE CERAMIQUE,PRPDSMAG,0.000000,0.000000
27081,DOSEUR COMPLET LE-75HV,PRPDSMAG,0.000000,0.000000
2720026206,PINCE DE PISTON,PRPDI2,0.000000,0.000000
2720026306,PINCE DE PISTON DD15.9,PRPDI2,0.000000,0.000000
2720026406,PINCE DE PISTON,PRPDI2,64.000000,128.000000
2720026606,PINCE DE PISTON MILROYAL B,PRPDI2,1003.200000,1824.000000
2720029062,CHEMISE FILETEE ASSERVISSEMENT PNEUMATIQUE MB,PRPDI2,0.000000,0.000000
2720062306,QUEUE DE PISTON,PRPDI2,53.300000,82.000000
27214,CORPS DE DOSEUR 1.8SI PVDF,PRPDSMAG,0.000000,0.000000
27352,BEC DIFFUSEUR DE CANNE D'INJECTION FLEXOPRENE,PRPDSMAG,6.600000,12.000000
27397,CONNECTEUR DE RETOUR AU BAC AUTOPRIME,PRPDSMAG,7.700000,14.000000
27466CE,ELECTROAIMANT A7/A9,PRPDSMAG,0.000000,0.000000
27468CE,ENS. ELECTRO-AIMANT + PLAQUE AVANT 1.8,PRPDSMAG,0.000000,0.000000
27535,"""CLAPET DE PIED INOX 316L 1/2""""NPTm""",ACPDSMEC,385.000000,700.000000
2800026041,RESSORT,PRPDI2,0.000000,0.000000
2800029041,RESSORT DE SOUPAPE,PRPDI2,0.000000,0.000000
2800039041,RONDELLE ELASTIQUE,PRPDI1,0.000000,0.000000
2800043021,RESSORT POMPE SHLR REP24,PRPDSMAG,0.000000,0.000000
2800046341,RESSORT,PRPDI2,0.000000,0.000000
28001,CANNE D'INJECTION LE-190/LE-190S,PRPDSMAG,0.000000,0.000000
28002,CREPINE LE-190/LE-190S,PRPDSMAG,0.000000,0.000000
0280025000,MOTEUR 0.09KW 1500TR IP55 CLF 230/400V 3PH 50HZ F65 BA 9x20,PRPDSMEC,0.000000,0.000000
0280035041,RONDELLE BELLEVILLE,PRPDI1,0.000000,0.000000
28004,BOITE A CLAPET ASPIRATION LE-151,PRPDSMAG,45.100000,82.000000
0280043000,SERVOMOTEUR BERNARD,AUC,0.000000,0.000000
28005,BOITE A CLAPET REFOULEMENT LE-151,PRPDSMAG,0.000000,0.000000
0280054031,MOTEUR VF 0.55kW 1500TR FF165/19,PRPDI1,0.000000,0.000000
0280067000,MOTEUR MONOPHASE 180W 230V 50HZ 1500TR/MN FT65 POMPE GM,PRPDSMAG,0.000000,0.000000
0280074000,SERVOMOTEUR STEGMANN,AUC,0.000000,0.000000
0280074030,SERVOMOTEUR STEGMANN 3/4T ER20 230V 50/60HZ,AUC,0.000000,0.000000
28016,BOITE A CLAPET ASPIRATION 191M,PRPDSMAG,0.000000,0.000000
28017,BOITE A CLAPET REFOULEMENT 191M,PRPDSMAG,36.850000,67.000000
28025,CANNE D INJECTION DOSEUR 192,PRPDSMAG,0.000000,0.000000
28026,CLAPET DE PIEDS DOSEUR 192,PRPDSMAG,0.000000,0.000000
28028,B.A.C. ASP. LE-192,PRPDSMAG,0.000000,0.000000
28029,B.A.C. REFT. LE-192,PRPDSMAG,0.000000,0.000000
28037,CANNE D'INJECTION LE-152,PRPDSMAG,0.000000,0.000000
28038,CLAPET DE PIED CREPINE DOSEUR 152,PRPDSMAG,0.000000,0.000000
28040,B A C ASPIRATION 152M,PRPDSMAG,0.000000,0.000000
28041,B A C REFOULEMENT 152M,PRPDSMAG,0.000000,0.000000
28074,DOSEUR COMPLET LE-152,PRPDSMAG,0.000000,0.000000
2810071001,SUPPORT DE MANIVELLE,PRPDI2,0.000000,0.000000
2820.1/2,"VANNE DE REGULATION DE DEBIT D'AIR 1/2""",VAD,12.950000,18.500000
2820.1/4,"OBSOLETE VOIR 9041324  - VANNE DE REGULATION DE DEBIT D'AIR 1/4""",VAD,15.440000,35.000000
2820.1/8,VANNE DE REGULATION DE DEBIT D'AIR 1/8,VAD,15.440000,31.000000
28316,CLAPET DE PIED CREPINE PP SPECIAL HV - Racc. pour tuyau 15x23 mm,ACPDSMAG,42.000000,84.000000
28331-0103B,GARNITURE DE POMPE A IMPULSEUR 28320-7105,PRPVIM,76.460000,109.300000
28368,"CORDON 2 FILS POUR IMPULSIONS AA7, B7, C7, P5",ACPDSMAG,17.500000,35.000000
28416,DOSEUR COMPLET 155HV,PRPDSMAG,181.000000,362.000000
28663,CANNULE TUYAU 6.35,PRPDSMAG,6.050000,11.000000
28664,CORPS BOITE CLAPET PP 1/4,PRPDSMAG,9.350000,17.000000
28665,CORPS BOITE CLAPET PP 1/4,PRPDSMAG,10.450000,19.000000
28882,CORPS DE BOITE A CLAPET PVDF ASPIRATION LMI,PRPDSMAG,0.000000,0.000000
28883,CORPS DE BOITE A CLAPET PVDF REFOULEMENT,PRPDSMAG,0.000000,0.000000
28907,ENSEMBLE PRISE JACK A7,PRPDSMAG,0.000000,0.000000
28981CE,ENS. CARTER B7X3,PRPDSMAG,0.000000,0.000000
29041CE,PANNEAU DE COMMANDE A753-5-7,PRPDSMAG,0.000000,0.000000
29042CE,CORDON D'ALIMENTATION Axx3 / Bxx3 / Cxx3,PRPDSMAG,21.000000,42.000000
29190E,"DETECTEUR DE NIVEAU PVC (LMI AA7, AA9, B7, B9, C7, C9, P5)",ACPDSMAG,56.500000,113.000000
2920012226,"""BUTEE DE BILLE B A C 2"""" 1/2 MB""",PRPDI2,353.500000,707.000000
29379CE,ENSEMBLE PANNEAU DE CDE,PRPDSMAG,0.000000,0.000000
29437,SUPPORT DE MEMBRANE 0.9,PRPDSMAG,7.700000,14.000000
29442,SUPPORT DE MEMBRANE 1.8,PRPDSMAG,7.700000,14.000000
29443,SIEGE COMPOSIT (BILLE 9.52),PRPDSMAG,11.550000,21.000000
29445,SUPPORT DE MEMBRANE 0.5,PRPDSMAG,7.150000,13.000000
29462,JOINT 0.434 OD x 0.70 WALL,PRPDSMAG,4.400000,8.000000
29523,CANNE D' INJECTION PP 9X12 LE 511M,PRPDSMAG,0.000000,0.000000
29524,CLAPET PIED/CREPINE PP 9X12 - DOSEUR 511M,PRPDSMEC,0.000000,0.000000
29526,ENS BOITE CLAPET REFOULEMENT PP 511M,PRPDSMAG,0.000000,0.000000
29527,ENS BOITE CLAPET ASPIRATION PP 511M,PRPDSMAG,0.000000,0.000000
29570,LOT DE JOINTS POLYPRO 3/8,PRPDSMAG,0.000000,0.000000
29609,CORPS DE DOSEUR 0.5 PVDF LE152,PRPDSMAG,0.000000,0.000000
29610,CORPS DE DOSEUR PP LMI,PRPDSMAG,0.000000,0.000000
29611,CORPS DE DOSEUR 0.9 PVDF,PRPDSMAG,0.000000,0.000000
29619CE,ELECTRO-AIMANT + CAPOT AVANT 3.5 3.0,PRPDSMAG,342.100000,622.000000
29742,"MEMBRANE 0,5 PFA/NEO",PRPDSMAG,0.000000,0.000000
29789CE,CORDON D'ALIMENTATION POMPE LMI Pxx3,PRPDSMAG,0.000000,0.000000
2980005175,MEMBRANE BP D101 - AMÉRICAINE,PRPDI1,42.900000,78.000000
2980005275,MEMBRANE HP D71,PRPDI1,29.700000,54.000000
2980006016,VOIR 298006016N,PRPDI1,0.000000,0.000000
2980006028,PLAQUE D'APPUI BP (DOS),PRPDI1,768.300000,1182.000000
2980007016,PLAQUE APPUI BP COTE PROCESS,PRPDI1,118.950000,183.000000
2980009073,PLAQUE APPUI BP COTE PROCESS,PRPDI1,154.550000,281.000000
2980010075,"MEMBRANE DM. 11,1-15,9",PRPDI2,126.500000,230.000000
2980010475,MEMBRANE,PRPDI2,216.150000,393.000000
2980010775,MEMBRANE DM38.1,PRPDI2,734.800000,1336.000000
2980012006,USA - VOIR 2980012006N,PRPDI1,440.050000,677.000000
2980013075,OBSOLETE - VOIR 2980013075N,PRPDI1,57.750000,105.000000
2980014006,PLAQUE D'APPUI COTE HUILE - OBSOLETE VOIR 298 0014 099,PRPDI1,0.000000,0.000000
2980014016,PLAQUE D'APPUI COTE DOSEUR,PRPDI1,499.200000,768.000000
2980015075,OBSOLETE - VOIR 2980015075N,PRPDI1,60.500000,110.000000
2980016016,PLAQUE APPUI BP COTE PROCESS,PRPDI1,274.300000,422.000000
2980016028,PLAQUE D' APPUI BP DOSEUR UB6,PRPDI1,576.950000,1049.000000
2980033006,PLAQUE APPUI BP COTE HUILE,PRPDI1,182.650000,281.000000
2980034006,PLAQUE APPUI HP COTE HUILE,PRPDI1,182.650000,281.000000
2N0300.20D6PP,TE POLYPROPYLENE POUR TUYAU SOUPLE 3X6,VAD,5.050000,11.000000
0030068026,GUIDE BILLE D25 ALLOY,PRPDI2,0.000000,0.000000
30108CE,ENS. ELECTRO-AIMANT + PLAQUE AVANT 0.5,PRPDSMAG,0.000000,0.000000
301508,CIRCLIP,PCP,0.000000,0.000000
30155CE,ELECTRO-AIMANT 3.0 330 OHMS,PRPDSMAG,156.750000,285.000000
30295,BOUTON REGLAGE DE COURSE LMI,PRPDSMAG,33.000000,60.000000
30306,VIS SELF TAP 10-10x1 INOX (Panneau de cde),PRPDSMAG,5.500000,10.000000
30375,CORPS DE B.A.C. & CREPINE 1/4 PVC GRIS,PRPDSMAG,0.000000,0.000000
30383,CORPS DE B.A.C. 1/4 PVC GRIS,PRPDSMAG,0.000000,0.000000
30391,RONDELLE DE CARTOUCHES DOSEURS LIQUIPRO '300,PRPDSMAG,0.000000,0.000000
30481,BOITE A CLAPET REFOULEMENT LMI DOSEUR 66PB,PRPDSMAG,42.350000,77.000000
3050001010,ENS BOUTON REGLAGE COURSE MROY A,PRPDI1,85.150000,131.000000
3050001050,ENS REDUCTION 1/12.5,PRPDI1,528.000000,960.000000
3050001070,ENS REDUCTION 1/45,PRPDI1,976.300000,1502.000000
3050009010,ENS BOUTION REGLAGE COURSE MROY B,PRPDI1,123.500000,190.000000
3050009150,ENSEMBLE REDUCTION SX 1/10 MROY B,PRPDI1,827.450000,1273.000000
3050033230,ENS COULISSEAU COURT MB,PRPDI2,1191.000000,1488.750000
3050033240,ENS COULISSEAU LONG MB,PRPDI2,0.000000,0.000000
3050033250,POCHETTE JOINT MECANIQUE MEMB,PRPDI2,313.000000,447.590000
3050033260,POCHETTE JOINTS MECA PISTON,PRPDI2,0.000000,0.000000
3050033600,ENS COUVERCLE CARTER,PRPDI2,157.850000,287.000000
3050033610,ENS.COUVERCLE LANTERNE MB,PRPDI2,119.350000,217.000000
3050034010,ENS REGLAGE COURSE C38.1,PRPDI2,956.800000,1472.000000
3050052070,ENSEMBLE MANIVELLE MD,PRPDI2,490.100000,754.000000
3050052080,COULISSEAU COURT + AXE,PRPDI2,343.850000,529.000000
3050052090,ENS. COULISSEAU LONG MD + AXE,PRPDI2,290.950000,529.000000
3050052140,POCHETTE JOINTS MECA PISTON,PRPDI2,68.250000,105.000000
3050052150,POCHETTE JOINTS MECA MD MEMBRANE,PRPDI2,93.600000,144.000000
3050052170,ENS. COUVERCLE LANTERNE MD PISTON,PRPDI2,75.900000,138.000000
3050052180,ENS. COUVERCLE CARTER MD PISTON,PRPDI2,123.200000,224.000000
3050054010,ENSEMBLE REGLAGE DE COURSE MILROYAL D,PRPDI2,217.800000,396.000000
3050055040,ENS. MONTAGE MOTEUR MD F165/BA 19x40,PRPDI2,598.400000,1088.000000
3050057120,ENS. COUVERCLE LANTERNE PISTON,PRPDI2,98.150000,151.000000
3050057130,ENS COULISSEAU,PRPDI2,0.000000,0.000000
3050057140,ENS COULISSEAU,PRPDI2,0.000000,0.000000
3050057150,POCHETTE JOINTS MECA PISTON,PRPDI2,0.000000,0.000000
3050057160,POCHETTE JOINT MECANIQUE MEMB,PRPDI2,520.000000,800.000000
3050057500,ENS COUVERCLE CARTER,PRPDI2,0.000000,0.000000
3050057510,ENS. COUVERCLE LANTERNE,PRPDI2,174.850000,269.000000
3050059010,BOUTON REGLAGE DEBIT MANUEL C76 PMRC,PRPDI2,792.000000,1440.000000
3050068014,DOSEUR MD D3.17 904L SEUL,PRPDI2,0.000000,0.000000
3050069013,ENS. DOSEUR D11.1 INOX MD,PRPDI2,0.000000,0.000000
