airportid,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz,type,source
1430,Montbéliard-Courcelles Airfield,Montbeliard,France,,LFSM,47.487000000000000,6.790540000000000,1041,1,E,Europe/Paris,airport,OurAirports
1432,Nancy-Ochey (BA 133) Air Base,Nancy,France,,LFSO,48.583099365234375,5.954999923706055,1106,1,E,Europe/Paris,airport,OurAirports
1433,Pontarlier Airport,Pontarlier,France,,LFSP,46.903999328613280,6.327370166778565,2683,1,E,Europe/Paris,airport,OurAirports
1436,Luxeuil-Saint-Sauveur (BA 116) Air Base,Luxeuil,France,,LFSX,47.783055600000000,6.364166670000000,913,1,E,Europe/Paris,airport,OurAirports
1437,Cuers-Pierrefeu Airport,Cuers,France,,LFTF,43.247798919677734,6.126699924468994,266,1,E,Europe/Paris,airport,OurAirports
1442,Ambérieu Air Base (BA 278),Amberieu,France,,LFXA,45.987301000000000,5.328440000000000,823,1,E,Europe/Paris,airport,OurAirports
1443,Damblain Airport,Damblain,France,,LFYD,48.086299896240234,5.664060115814209,1280,1,E,Europe/Paris,airport,OurAirports
1447,Alexandria Airport,Alexandria,Greece,,LGAX,40.651100158691406,22.488700866699220,27,2,E,Europe/Athens,airport,OurAirports
1449,Elefsis Airport,Elefsis,Greece,,LGEL,38.063800811767580,23.555999755859375,143,2,E,Europe/Athens,airport,OurAirports
1457,Amigdhaleon Airport,Kavala,Greece,,LGKM,40.972801208496094,24.341400146484375,203,2,E,Europe/Athens,airport,OurAirports
1467,Megara Airport,Megara,Greece,,LGMG,37.981098175048830,23.365400314331055,12,2,E,Europe/Athens,airport,OurAirports
1471,Maritsa Airport,Rhodos,Greece,,LGRD,36.383098602294920,28.108900070190430,204,2,E,Europe/Athens,airport,OurAirports
1478,Sparti Airport,Sparti,Greece,,LGSP,36.973899841308594,22.526300430297850,500,2,E,Europe/Athens,airport,OurAirports
1481,Stefanovikion Air Base,Stefanovikion,Greece,,LGSV,39.480000000000000,22.767200000000000,146,2,E,Europe/Athens,airport,OurAirports
1483,Tanagra Air Base,Tanagra,Greece,,LGTG,38.339802000000000,23.565001000000000,485,2,E,Europe/Athens,airport,OurAirports
1484,Kasteli Airport,Kasteli,Greece,,LGTL,35.192001342773440,25.326999664306640,1180,2,E,Europe/Athens,airport,OurAirports
1485,Tripolis Airport,Tripolis,Greece,,LGTP,37.530601501464844,22.403600692749023,2113,2,E,Europe/Athens,airport,OurAirports
1487,Tatoi Airport,Dekelia,Greece,,LGTT,38.108898162841800,23.783800125122070,785,2,E,Europe/Athens,airport,OurAirports
1491,Kecskemét Airport,Kecskemet,Hungary,,LHKE,46.917499542236330,19.749200820922850,376,1,E,Europe/Budapest,airport,OurAirports
1492,Nyíregyháza Airport,Nyirregyhaza,Hungary,,LHNY,47.983898162841800,21.692300796508790,338,1,E,Europe/Budapest,airport,OurAirports
1493,Őcsény Airport,Ocseny,Hungary,,LHOY,46.303901672363280,18.769199371337890,295,1,E,Europe/Budapest,airport,OurAirports
1496,Szentkirályszabadja Airport,Azentkilyszabadja,Hungary,,LHSA,47.077899932861330,17.968399047851562,919,1,E,Europe/Budapest,airport,OurAirports
1498,Szolnok Airport,Szolnok,Hungary,,LHSN,47.122897000000000,20.235500000000000,322,1,E,Europe/Budapest,airport,OurAirports
1499,Amendola Air Base,Amendola,Italy,,LIBA,41.541401000000000,15.718100000000000,183,1,E,Europe/Rome,airport,OurAirports
1507,Gioia Del Colle Air Base,Gioia Del Colle,Italy,,LIBV,40.767799000000000,16.933300000000000,1187,1,E,Europe/Rome,airport,OurAirports
1513,Palermo-Boccadifalco Airport,Palermo,Italy,,LICP,38.110802000000000,13.313300000000000,345,1,E,Europe/Rome,airport,OurAirports
1540,Rivolto Air Base,Rivolto,Italy,,LIPI,45.978699000000000,13.049300000000000,179,1,E,Europe/Rome,airport,OurAirports
1542,Ghedi Air Base,Ghedi,Italy,,LIPL,45.432201000000000,10.267700000000000,333,1,E,Europe/Rome,airport,OurAirports
1543,Verona-Boscomantico Airport,Verona,Italy,,LIPN,45.472000000000000,10.927900000000000,286,1,E,Europe/Rome,airport,OurAirports
1547,Istrana Air Base,Treviso,Italy,,LIPS,45.684898000000000,12.082900000000000,137,1,E,Europe/Rome,airport,OurAirports
1554,Pratica Di Mare Air Base,Pratica Di Mare,Italy,,LIRE,41.654499000000000,12.445200000000000,41,1,E,Europe/Rome,airport,OurAirports
1556,Guidonia Air Base,Guidonia,Italy,,LIRG,41.990299000000000,12.740800000000000,289,1,E,Europe/Rome,airport,OurAirports
1560,Grazzanise Airport,Grazzanise,Italy,,LIRM,41.060799000000000,14.081900000000000,29,1,E,Europe/Rome,airport,OurAirports
1566,Viterbo Airport,Viterbo,Italy,,LIRV,42.430199000000000,12.064200000000000,992,1,E,Europe/Rome,airport,OurAirports
1568,Cerklje Airport,Cerklje,Slovenia,,LJCE,45.900001525879000,15.530200004578000,510,1,E,Europe/Ljubljana,airport,OurAirports
1572,Slovenj Gradec Airport,Slovenj Gradec,Slovenia,,LJSG,46.472000122070310,15.116999626159668,1645,1,E,Europe/Ljubljana,airport,OurAirports
1619,Beja International Airport,Beja (madeira),Portugal,,LPBJ,38.078899383500000,-7.932400226590000,636,0,E,Europe/Lisbon,airport,OurAirports
1620,Braga Municipal Aerodrome,Braga,Portugal,,LPBR,41.587100982700000,-8.445139884949999,247,0,E,Europe/Lisbon,airport,OurAirports
1621,Coimbra Airport,Coimba,Portugal,,LPCO,40.158758000000000,-8.470815000000000,587,0,E,Europe/Lisbon,airport,OurAirports
1622,Cascais Airport,Cascais,Portugal,,LPCS,38.724998474121094,-9.355230331420898,325,0,E,Europe/Lisbon,airport,OurAirports
1623,Covilhã Airport,Covilha,Portugal,,LPCV,40.264801000000000,-7.479960000000000,1572,0,E,Europe/Lisbon,airport,OurAirports
1624,Évora Airport,Evora,Portugal,,LPEV,38.533501000000000,-7.889640000000000,807,0,E,Europe/Lisbon,airport,OurAirports
1630,Monte Real Air Base,Monte Real,Portugal,,LPMR,39.828333300000000,-8.887500000000000,187,0,E,Europe/Lisbon,airport,OurAirports
1631,Montijo Airport,Montijo,Portugal,,LPMT,38.703899383499994,-9.035920143130001,46,0,E,Europe/Lisbon,airport,OurAirports
1632,Ovar Airport,Ovar,Portugal,,LPOV,40.915901184082030,-8.645919799804688,56,0,E,Europe/Lisbon,airport,OurAirports
1635,Portimão Airport,Portimao,Portugal,,LPPM,37.149299621582000,-8.583959579467800,5,0,E,Europe/Lisbon,airport,OurAirports
1640,Sintra Airport,Sintra,Portugal,,LPST,38.831100463867190,-9.339550018310547,440,0,E,Europe/Lisbon,airport,OurAirports
1641,Tancos Airbase,Tancos,Portugal,,LPTN,39.475101000000000,-8.364580000000000,266,0,E,Europe/Lisbon,airport,OurAirports
1643,Viseu Airport,Viseu,Portugal,,LPVZ,40.725498199462890,-7.888989925384522,2060,0,E,Europe/Lisbon,airport,OurAirports
1664,Les Eplatures Airport,Les Eplatures,Switzerland,,LSGC,47.083900451699996,6.792840003970001,3368,1,E,Europe/Zurich,airport,OurAirports
1666,Saanen Airport,Saanen,Switzerland,,LSGK,46.487499237100000,7.250830173490000,3307,1,E,Europe/Zurich,airport,OurAirports
1668,Alpnach Air Base,Alpnach,Switzerland,,LSMA,46.943901000000000,8.284170000000000,1460,1,E,Europe/Zurich,airport,OurAirports
1669,Dübendorf Air Base,Dubendorf,Switzerland,,LSMD,47.398601532000000,8.648229599000000,1470,1,E,Europe/Zurich,airport,OurAirports
1671,Mollis Airport,Mollis,Switzerland,,LSMF,47.078899383544920,9.064829826354980,1485,1,E,Europe/Zurich,airport,OurAirports
1672,Meiringen Airport,Meiringen,Switzerland,,LSMM,46.743301391601560,8.109999656677246,1895,1,E,Europe/Zurich,airport,OurAirports
1673,Payerne Air Base,Payerne,Switzerland,,LSMP,46.843200000000000,6.915060043330000,1465,1,E,Europe/Zurich,airport,OurAirports
1677,Grenchen Airport,Grenchen,Switzerland,,LSZG,47.181598663330080,7.417190074920654,1411,1,E,Europe/Zurich,airport,OurAirports
1681,Güvercinlik Airport,Ankara,Turkey,,LTAB,39.935001373300000,32.740798950200000,2687,2,E,Europe/Istanbul,airport,OurAirports
1684,Akıncı Air Base,Ankara,Turkey,,LTAE,40.078899383499994,32.565601348900000,2767,3,E,Europe/Istanbul,airport,OurAirports
1690,İskenderun Airport,Iskenderun,Turkey,,LTAK,36.574455261200000,36.153419494600000,25,3,E,Europe/Istanbul,airport,OurAirports
1695,Malatya Erhaç Airport,Malatya,Turkey,,LTAT,38.435298919699996,38.090999603300000,2828,3,E,Europe/Istanbul,airport,OurAirports
1697,Sivrihisar Airport,Sivrihisar,Turkey,,LTAV,39.451499938964844,31.365299224853516,3185,3,E,Europe/Istanbul,airport,OurAirports
1698,Tokat Airport,Tokat,Turkey,,LTAW,40.307430267333984,36.367408752441406,1831,3,E,Europe/Istanbul,airport,OurAirports
1707,Gaziemir Airport,Izmir,Turkey,,LTBK,38.319099426269530,27.159400939941406,433,3,E,Europe/Istanbul,airport,OurAirports
1709,Isparta Airport,Isparta,Turkey,,LTBM,37.785121917724610,30.590019226074220,3250,3,E,Europe/Istanbul,airport,OurAirports
1710,Kütahya Airport,Kutahya,Turkey,,LTBN,39.426700592041016,30.016899108886720,3026,3,E,Europe/Istanbul,airport,OurAirports
1712,Yalova Airport,Yalova,Turkey,,LTBP,40.684398651123050,29.375699996948242,6,3,E,Europe/Istanbul,airport,OurAirports
1713,Cengiz Topel Airport,Topel,Turkey,,LTBQ,40.735000610351560,30.083299636840820,182,3,E,Europe/Istanbul,airport,OurAirports
1716,Akhisar Airport,Akhisar,Turkey,,LTBT,38.808898925781250,27.833900451660156,263,3,E,Europe/Istanbul,airport,OurAirports
1719,Samandıra Air Base,Istanbul,Turkey,,LTBX,40.993000030517580,29.216499328613280,400,3,E,Europe/Istanbul,airport,OurAirports
1731,Siirt Airport,Siirt,Turkey,,LTCL,37.978900909423830,41.840400695800780,2001,3,E,Europe/Istanbul,airport,OurAirports
1732,Kaklıç Airport,Izmir,Turkey,,LTFA,38.517601013183594,26.977399826049805,13,3,E,Europe/Istanbul,airport,OurAirports
1733,Selçuk Efes Airport,Izmir,Turkey,,LTFB,37.950698852539060,27.329000473022460,10,3,E,Europe/Istanbul,airport,OurAirports
1744,Vršac International Airport,Vrsac,Serbia,,LYVR,45.146900000000000,21.309900000000000,276,1,E,Europe/Belgrade,airport,OurAirports
1747,Kuchyňa Air Base,Malacky,Slovakia,,LZMC,48.402000427246094,17.118400573730470,679,1,E,Europe/Bratislava,airport,OurAirports
1750,Trenčín Airport,Trencin,Slovakia,,LZTN,48.865001678500000,17.992300033600000,676,1,E,Europe/Bratislava,airport,OurAirports
1758,Cabo Rojo Airport,Cabo Rojo,Dominican Republic,,MDCR,17.929000854492188,-71.644798278808600,262,-4,U,America/Santo_Domingo,airport,OurAirports
1763,San Isidro Air Base,San Isidoro,Dominican Republic,,MDSI,18.503700256347656,-69.761703491210940,111,-4,U,America/Santo_Domingo,airport,OurAirports
1765,Bananera Airport,Bananera,Guatemala,,MGBN,15.473500251770020,-88.837196350097660,130,-6,U,America/Guatemala,airport,OurAirports
1769,Retalhuleu Airport,Retalhuleu,Guatemala,,MGRT,14.520999908447266,-91.697303771972660,656,-6,U,America/Guatemala,airport,OurAirports
1770,San José Airport,San Jose,Guatemala,,MGSJ,13.936200141899999,-90.835800170900010,29,-6,U,America/Guatemala,airport,OurAirports
1777,Trujillo Airport,Trujillo,Honduras,,MHTJ,15.926800000000000,-85.938202000000000,3,-6,U,America/Tegucigalpa,airport,OurAirports
1788,Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,,MMCC,29.332899093627930,-101.098999023437500,1410,-6,S,America/Mexico_City,airport,OurAirports
1790,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,,MMCG,30.397399902343750,-107.875000000000000,4850,-7,S,America/Mazatlan,airport,OurAirports
1791,Chilpancingo Airport,Chilpancingo,Mexico,,MMCH,17.573799000000000,-99.514297000000000,4199,-6,S,America/Mexico_City,airport,OurAirports
1811,Ixtepec Airport,Iztepec,Mexico,,MMIT,16.449300765991210,-95.093696594238280,164,-6,S,America/Mexico_City,airport,OurAirports
1844,Terán Air Base,Tuxtla Gutierrez,Mexico,,MMTB,16.739900589000000,-93.173301696800000,1909,-6,S,America/Mexico_City,airport,OurAirports
1859,Zapopan Airport,Zapopan,Mexico,,MMZP,20.747922000000000,-103.461709000000000,5333,-6,S,America/Mexico_City,airport,OurAirports
1861,Los Brasiles Airport,Los Brasiles,Nicaragua,,MNBR,12.189999580383300,-86.353897094726560,262,-6,U,America/Managua,airport,OurAirports
1862,Leon (Fanor Urroz) Airport,Leon,Nicaragua,,MNLN,12.429200172424316,-86.902801513671880,328,-6,U,America/Managua,airport,OurAirports
1870,Ruben Cantu Airport,Santiago,Panama,,MPSA,8.085599899291992,-80.945297241210940,272,-5,U,America/Panama,airport,OurAirports
1872,Buenos Aires Airport,Buenos Aires,Costa Rica,,MRBA,9.163949000000000,-83.330171000000000,1214,-6,U,America/Costa_Rica,airport,OurAirports
1875,Chacarita Airport,Chacarita,Costa Rica,,MRCH,9.981410026550000,-84.772697448700000,7,-6,U,America/Costa_Rica,airport,OurAirports
1877,El Carmen de Siquirres Airport,El Carmen,Costa Rica,,MREC,10.201999664306640,-83.472198486328120,56,-6,U,America/Costa_Rica,airport,OurAirports
1878,Finca 10 / Nuevo Palmar Sur Airport,Finca 10,Costa Rica,,MRFI,8.916350364685059,-83.507301330566400,25,-6,U,America/Costa_Rica,airport,OurAirports
1880,Guapiles Airport,Guapiles,Costa Rica,,MRGP,10.217200279200000,-83.796997070300010,883,-6,U,America/Costa_Rica,airport,OurAirports
1882,Los Chiles Airport,Los Chiles,Costa Rica,,MRLC,11.035300254821777,-84.706100463867190,131,-6,U,America/Costa_Rica,airport,OurAirports
1886,Pandora Airport,Pandora,Costa Rica,,MRPD,9.732170104980469,-82.983200073242190,98,-6,U,America/Costa_Rica,airport,OurAirports
1890,Santa Clara De Guapiles Airport,Santa Clara,Costa Rica,,MRSG,10.288299560546875,-83.713500976562500,262,-6,U,America/Costa_Rica,airport,OurAirports
1891,San Vito De Java Airport,San Vito De Jaba,Costa Rica,,MRSV,8.826109886169434,-82.958900451660160,3228,-6,U,America/Costa_Rica,airport,OurAirports
1893,Ilopango International Airport,San Salvador,El Salvador,,MSSS,13.699500083923340,-89.119903564453120,2021,-6,U,America/El_Salvador,airport,OurAirports
1894,Les Cayes Airport,Cayes,Haiti,,MTCA,18.271099090576172,-73.788299560546880,203,-5,U,America/Port-au-Prince,airport,OurAirports
1896,Jacmel Airport,Jacmel,Haiti,,MTJA,18.241100311279297,-72.518501281738280,167,-5,U,America/Port-au-Prince,airport,OurAirports
1906,Florida Airport,Florida,Cuba,,MUFL,21.499700546264650,-78.202796936035160,197,-5,U,America/Havana,airport,OurAirports
1916,Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,,MUPR,22.421400070190430,-83.678398132324220,131,-5,U,America/Havana,airport,OurAirports
1917,San Antonio De Los Banos Airport,San Antonio De Banos,Cuba,,MUSA,22.871500015258790,-82.509300231933600,164,-5,U,America/Havana,airport,OurAirports
1919,Joaquín de Agüero Airport,Santa Lucia,Cuba,,MUSL,21.509455906699998,-77.020597457900010,13,-5,U,America/Havana,airport,OurAirports
1920,Siguanea Airport,Siguanea,Cuba,,MUSN,21.642499923706055,-82.955101013183600,39,-5,U,America/Havana,airport,OurAirports
1921,Sancti Spiritus Airport,Sancti Spiritus,Cuba,,MUSS,21.970400000000000,-79.442703000000000,295,-5,U,America/Havana,airport,OurAirports
1927,Clarence A. Bain Airport,Clarence Bain,Bahamas,,MYAB,24.287700653076172,-77.684600830078120,19,-5,U,America/Nassau,airport,OurAirports
1933,Sandy Point Airport,Sandy Point,Bahamas,,MYAS,26.004600524902344,-77.395500183105470,8,-5,U,America/Nassau,airport,OurAirports
1936,Great Harbour Cay Airport,Bullocks Harbour,Bahamas,,MYBG,25.738300323500000,-77.840103149400000,18,-5,U,America/Nassau,airport,OurAirports
1942,George Town Airport,George Town,Bahamas,,MYEG,23.466699600200000,-75.781700134300010,5,-5,U,America/Nassau,airport,OurAirports
1945,Normans Cay Airport,Norman's Cay,Bahamas,,MYEN,24.594299316406250,-76.820198059082030,8,-5,U,America/Nassau,airport,OurAirports
1947,Staniel Cay Airport,Staniel Cay,Bahamas,,MYES,24.169099807739258,-76.439102172851560,5,-5,U,America/Nassau,airport,OurAirports
1954,Duncan Town Airport,Duncan Town,Bahamas,,MYRD,22.181800842285156,-75.729499816894530,6,-5,U,America/Nassau,airport,OurAirports
1955,Rum Cay Airport,Port Nelson,Bahamas,,MYRP,23.684400558471680,-74.836196899414060,15,-5,U,America/Nassau,airport,OurAirports
1974,Fangatau Airport,Fangatau,French Polynesia,,NTGB,-15.819899559020996,-140.886993408203120,9,-10,U,Pacific/Tahiti,airport,OurAirports
2013,Glentanner Airport,Glentanner,New Zealand,,NZGT,-43.906700134277344,170.128005981445300,1824,12,Z,Pacific/Auckland,airport,OurAirports
2016,Hastings Aerodrome,Hastings,New Zealand,,NZHS,-39.646702000000000,176.766998000000000,72,12,Z,Pacific/Auckland,airport,OurAirports
2026,RNZAF Base Ohakea,Ohakea,New Zealand,,NZOH,-40.206001281738280,175.388000488281250,164,12,Z,Pacific/Auckland,airport,OurAirports
2032,Waiouru Airport,Waiouru,New Zealand,,NZRU,-39.446399688720700,175.658004760742200,2686,12,Z,Pacific/Auckland,airport,OurAirports
2033,South Pole Station Airport,Stephen's Island,Antarctica,,NZSP,-90.000000000000000,0.000000000000000,9300,12,U,Antarctica/South_Pole,airport,OurAirports
2036,Pukaki Airport,Pukaki,New Zealand,,NZUK,-44.235000610400000,170.117996216000000,1575,12,Z,Pacific/Auckland,airport,OurAirports
2038,Williams Field,Weydon,Antarctica,,NZWD,-77.867401123046880,167.057006835937500,68,12,N,Antarctica/South_Pole,airport,OurAirports
2040,Wigram Airport,Wigram,New Zealand,,NZWG,-43.551101684600000,172.552993774000000,74,12,Z,Pacific/Auckland,airport,OurAirports
2043,Wairoa Airport,Wairoa,New Zealand,,NZWO,-39.006900787353516,177.406997680664060,42,12,Z,Pacific/Auckland,airport,OurAirports
2044,RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,,NZWP,-36.787799835205080,174.630004882812500,100,12,Z,Pacific/Auckland,airport,OurAirports
2054,Shindand Airport,Shindand,Afghanistan,,OASD,33.391300201400000,62.261001586900000,3773,4.5,U,Asia/Kabul,airport,OurAirports
2055,Sheberghan Airport,Sheberghan,Afghanistan,,OASG,36.750801086425780,65.913200378417970,1053,4.5,U,Asia/Kabul,airport,OurAirports
2058,Sheik Isa Air Base,Bahrain,Bahrain,,OBBS,25.918399810791016,50.590599060058594,136,3,U,Asia/Bahrain,airport,OurAirports
2197,Bhagatanwala Airport,Bhagtanwala,Pakistan,,OPBG,32.056098938000000,72.948402404799990,600,5,N,Asia/Karachi,airport,OurAirports
2205,Shahbaz Air Base,Jacobsbad,Pakistan,,OPJA,28.284200668334960,68.449699401855470,185,5,N,Asia/Karachi,airport,OurAirports
2208,Walton Airport,Lahore,Pakistan,,OPLH,31.494800567626953,74.346199035644530,679,5,N,Asia/Karachi,airport,OurAirports
2209,Mangla Airport,Mangla,Pakistan,,OPMA,33.050098419189450,73.638397216796880,902,5,N,Asia/Karachi,airport,OurAirports
2211,Mianwali Air Base,Mianwali,Pakistan,,OPMI,32.563098907470700,71.570701599121100,690,5,N,Asia/Karachi,airport,OurAirports
2213,Masroor Air Base,Karachi,Pakistan,,OPMR,24.893600463867188,66.938796997070310,35,5,N,Asia/Karachi,airport,OurAirports
2216,Okara Cantonment Airstrip,Okara,Pakistan,,OPOK,30.740999221800003,73.357696533200000,568,5,N,Asia/Karachi,airport,OurAirports
2220,Qasim Airport,Qasim,Pakistan,,OPQS,33.560199737548830,73.033203125000000,1581,5,N,Asia/Karachi,airport,OurAirports
2224,Risalpur Air Base,Risalpur,Pakistan,,OPRS,34.081100463867190,71.972602844238280,1050,5,N,Asia/Karachi,airport,OurAirports
2232,Wana Airport,Wana,Pakistan,,OPWN,32.304698944091800,69.570396423339840,4550,5,N,Asia/Karachi,airport,OurAirports
2241,Doha International Airport,Doha,Qatar,,OTBD,25.261100769000000,51.565101623500000,35,3,U,Asia/Qatar,airport,OurAirports
2250,Dyess Army Air Field,Kwajalein,Marshall Islands,,PKRO,9.396889686580002,167.470993042000000,9,12,U,Pacific/Majuro,airport,OurAirports
2260,Pingtung South Airport,Pingtung,Taiwan,,RCDC,22.672399520874023,120.461997985839840,78,8,U,Asia/Taipei,airport,OurAirports
2261,Longtan Air Base,Longtang,Taiwan,,RCDI,24.855100631713867,121.237998962402340,790,8,U,Asia/Taipei,airport,OurAirports
2271,Hsinchu Air Base,Hsinchu,Taiwan,,RCPO,24.818000793500000,120.939002991000000,26,8,U,Asia/Taipei,airport,OurAirports
2273,Chihhang Air Base,Taitung,Taiwan,,RCQS,22.793100357055664,121.181999206542970,121,8,U,Asia/Taipei,airport,OurAirports
2282,Minami Torishima Airport,Minami Tori Shima,Japan,,RJAM,24.289699554400000,153.979003906000000,22,9,U,Asia/Tokyo,airport,OurAirports
2285,Kohnan Airport,Kohnan,Japan,,RJBK,34.590801239013670,133.932998657226560,3,9,U,Asia/Tokyo,airport,OurAirports
2293,Tokachi Airport,Tokachi,Japan,,RJCT,42.890499114990234,143.158004760742200,281,9,U,Asia/Tokyo,airport,OurAirports
2302,Ashiya Airport,Ashiya,Japan,,RJFA,33.883098602294920,130.652999877929700,98,9,U,Asia/Tokyo,airport,OurAirports
2338,Yao Airport,Osaka,Japan,,RJOY,34.596298217773440,135.602996826171880,39,9,U,Asia/Tokyo,airport,OurAirports
2339,Ozuki Airport,Ozuki,Japan,,RJOZ,34.045299530029300,131.052001953125000,13,9,U,Asia/Tokyo,airport,OurAirports
2343,Hachinohe Airport,Hachinoe,Japan,,RJSH,40.556400299072266,141.466003417968750,152,9,U,Asia/Tokyo,airport,OurAirports
2348,Matsushima Air Base,Matsushima,Japan,,RJST,38.404899597200000,141.220001221000000,7,9,U,Asia/Tokyo,airport,OurAirports
2350,Atsugi Naval Air Facility,Atsugi,Japan,,RJTA,35.454601287841800,139.449996948242200,205,9,U,Asia/Tokyo,airport,OurAirports
2351,Tateyama Airport,Tateyama,Japan,,RJTE,34.987099000000000,139.828995000000000,10,9,U,Asia/Tokyo,airport,OurAirports
2353,Iruma Air Base,Iruma,Japan,,RJTJ,35.841899871826170,139.410995483398440,295,9,U,Asia/Tokyo,airport,OurAirports
2354,Kisarazu Airport,Kisarazu,Japan,,RJTK,35.398300170898440,139.910003662109380,10,9,U,Asia/Tokyo,airport,OurAirports
2355,Shimofusa Airport,Shimofusa,Japan,,RJTL,35.798900604248050,140.011001586914060,98,9,U,Asia/Tokyo,airport,OurAirports
2358,Kastner Army Heliport,Zama,Japan,,RJTR,35.513801574700000,139.393997192000000,360,9,U,Asia/Tokyo,airport,OurAirports
2414,Vigan Airport,Vigan,Philippines,,RPUQ,17.555299758911133,120.356002807617190,16,8,N,Asia/Manila,airport,OurAirports
2415,Dr.Juan C. Angara Airport,Baler,Philippines,,RPUR,15.729800224300000,121.500000000000000,108,8,N,Asia/Manila,airport,OurAirports
2421,Bagabag Airport,Bagabag,Philippines,,RPUZ,16.619199752807617,121.251998901367190,820,8,N,Asia/Manila,airport,OurAirports
2428,Guiuan Airport,Guiuan,Philippines,,RPVG,11.035499572800000,125.741996765000000,7,8,N,Asia/Manila,airport,OurAirports
2435,Evelio Javier Airport,San Jose,Philippines,,RPVS,10.765999794000000,121.932998657000000,23,8,N,Asia/Manila,airport,OurAirports
2438,Junin Airport,Junin,Argentina,,SAAJ,-34.545900000000000,-60.930600000000000,262,-3,N,America/Buenos_Aires,airport,OurAirports
2444,Chamical Airport,Gobernador Gordillo,Argentina,,SACT,-30.345300670000000,-66.293601980000000,1502,-3,N,America/Argentina/La_Rioja,airport,OurAirports
2445,San Fernando Airport,San Fernando,Argentina,,SADF,-34.453200000000000,-58.589600000000000,10,-3,N,America/Buenos_Aires,airport,OurAirports
2446,Mariano Moreno Airport,Jose C. Paz,Argentina,,SADJ,-34.560600000000000,-58.789600000000000,105,-3,N,America/Buenos_Aires,airport,OurAirports
2448,Moron Airport,Moron,Argentina,,SADM,-34.676300000000000,-58.642800000000000,95,-3,N,America/Buenos_Aires,airport,OurAirports
2449,El Palomar Airport,El Palomar,Argentina,,SADP,-34.609900000000000,-58.612600000000000,59,-3,N,America/Buenos_Aires,airport,OurAirports
2450,Chos Malal Airport,Chosmadal,Argentina,,SAHC,-37.444698333699996,-70.222503662100000,2788,-3,N,America/Argentina/Salta,airport,OurAirports
2451,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,,SAHR,-39.000701904300000,-67.620498657200000,852,-3,N,America/Argentina/Salta,airport,OurAirports
2457,Tinogasta Airport,Tinogasta,Argentina,,SANI,-28.037799835200000,-67.580299377400000,3968,-3,N,America/Catamarca,airport,OurAirports
2459,Chilecito Airport,Chilecito,Argentina,,SANO,-29.223899841300000,-67.438903808600000,3099,-3,N,America/Argentina/La_Rioja,airport,OurAirports
2464,La Quiaca Airport,Laboulaye,Argentina,,SAOL,-22.150600433300000,-65.577499389599990,11414,-3,N,America/Jujuy,airport,OurAirports
2465,Marcos Juarez Airport,Marcos Juarez,Argentina,,SAOM,-32.683600000000000,-62.157800000000000,360,-3,N,America/Cordoba,airport,OurAirports
2466,Villa Reynolds Airport,Villa Reynolds,Argentina,,SAOR,-33.729900360100000,-65.387397766100000,1591,-3,N,America/Argentina/San_Luis,airport,OurAirports
2473,Monte Caseros Airport,Monte Caseros,Argentina,,SARM,-30.271900000000000,-57.640200000000000,170,-3,N,America/Cordoba,airport,OurAirports
2479,Laboulaye Airport,La Quiaca,Argentina,,SASQ,-34.135398864700000,-63.362300872799990,449,-3,N,America/Cordoba,airport,OurAirports
2481,El Dorado Airport,El Dorado,Argentina,,SATD,-26.397499084500000,-54.574699401900000,685,-3,N,America/Cordoba,airport,OurAirports
2482,Goya Airport,Goya,Argentina,,SATG,-29.105800000000000,-59.218900000000000,128,-3,N,America/Cordoba,airport,OurAirports
2483,Oberá Airport,Obera,Argentina,,SATO,-27.518199920700000,-55.124198913600000,1125,-3,N,America/Cordoba,airport,OurAirports
2484,Reconquista Airport,Reconquista,Argentina,,SATR,-29.210300000000000,-59.680000000000000,160,-3,N,America/Cordoba,airport,OurAirports
2485,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,,SATU,-29.770600000000000,-57.978900000000000,229,-3,N,America/Cordoba,airport,OurAirports
2493,Marambio Base,Marambio Base,Antarctica,,SAWB,-64.238296508800000,-56.630798339800000,760,12,U,Antarctica/South_Pole,airport,OurAirports
2502,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,,SAZC,-37.446098000000000,-61.889301000000000,767,-3,N,America/Buenos_Aires,airport,OurAirports
2503,Olavarria Airport,Olavarria,Argentina,,SAZF,-36.889999389600000,-60.216598510699995,551,-3,N,America/Buenos_Aires,airport,OurAirports
2504,General Pico Airport,General Pico,Argentina,,SAZG,-35.696201324500000,-63.758300781200000,459,-3,N,America/Argentina/Salta,airport,OurAirports
2505,Tres Arroyos Airport,Tres Arroyos,Argentina,,SAZH,-38.386900000000000,-60.329700000000000,400,-3,N,America/Buenos_Aires,airport,OurAirports
2506,Bolivar Airport,Bolivar,Argentina,,SAZI,-36.186600000000000,-61.076400000000000,308,-3,N,America/Buenos_Aires,airport,OurAirports
