order_id,customer_id,employe_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
10601,HILAA,7,26.11.7423,27.05.7435,18.07.7425,1,58.2999990,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela'
10602,VAFFE,8,05.03.7424,04.11.7431,18.07.7425,2,2.92000000,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark'
10603,SAVEA,8,13.06.7424,12.02.7432,14.03.7430,2,48.7700010,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10604,FURIB,1,13.06.7424,12.02.7432,18.06.7427,1,7.46000000,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal'
10605,MEREP,1,09.04.7425,08.12.7432,18.06.7427,2,379.130005,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10606,TRADH,4,18.07.7425,18.03.7433,04.01.7428,3,79.4000020,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil'
10607,SAVEA,5,18.07.7425,18.03.7433,14.05.7426,1,200.240005,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10608,TOMSP,4,26.10.7425,26.06.7433,13.04.7428,2,27.7900010,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany'
10609,DUMON,7,03.02.7426,04.10.7433,26.09.7427,2,1.85000000,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,fr
10610,LAMAI,8,14.05.7426,12.01.7434,26.08.7429,1,26.7800010,La maison d''Asie,1 rue Alsace-Lorraine,Toulouse,,31000,fr
10611,WOLZA,6,14.05.7426,12.01.7434,13.04.7428,2,80.6500020,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland'
10612,SAVEA,1,10.03.7427,08.11.7434,13.04.7428,2,544.080017,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10613,HILAA,4,18.06.7427,16.02.7435,13.04.7428,2,8.11000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela'
10614,BLAUS,8,18.06.7427,16.02.7435,13.04.7428,3,1.93000000,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany'
10615,WILMK,2,26.09.7427,27.05.7435,26.08.7429,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland'
10616,GREAL,1,04.01.7428,04.09.7435,18.05.7429,2,116.529999,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA'
10617,GREAL,4,04.01.7428,04.09.7435,07.02.7429,2,18.5300010,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA'
10618,MEREP,1,13.04.7428,13.10.7439,14.03.7430,1,154.679993,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10619,MEREP,3,07.02.7429,08.10.7436,04.12.7429,3,91.0500030,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10620,LAUGB,2,18.05.7429,16.01.7437,04.11.7431,3,0.940000000,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada'
10621,ISLAT,4,18.05.7429,16.01.7437,08.01.7431,2,23.7300000,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK'
10622,RICAR,4,26.08.7429,26.04.7437,08.01.7431,3,50.9700010,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil'
10623,FRANK,8,04.12.7429,04.08.7437,18.04.7431,2,97.1800000,Frankenversand,Berliner Platz 43,München,,80805,Germany'
10624,THECR,4,04.12.7429,04.08.7437,18.03.7433,2,94.8000030,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA'
10625,ANATR,3,14.03.7430,12.11.7437,04.11.7431,1,43.9000020,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,5021,Mexico'
10626,BERGS,1,08.01.7431,08.09.7438,26.06.7433,2,138.690002,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10627,SAVEA,8,08.01.7431,09.07.7442,04.10.7433,3,107.459999,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10628,BLONP,4,18.04.7431,17.12.7438,26.06.7433,3,30.3600010,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,fr
10629,GODOS,4,18.04.7431,17.12.7438,26.06.7433,3,85.4599990,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain'
10630,KOENE,1,27.07.7431,27.03.7439,18.03.7433,2,32.3499980,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany'
10631,LAMAI,8,04.11.7431,05.07.7439,12.02.7432,1,0.870000000,La maison d''Asie,1 rue Alsace-Lorraine,Toulouse,,31000,fr
10632,WANDK,8,04.11.7431,05.07.7439,18.03.7433,1,41.3800010,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany'
10633,ERNSH,7,12.02.7432,13.10.7439,08.12.7432,3,477.899994,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10634,FOLIG,4,12.02.7432,13.10.7439,04.10.7433,3,487.380005,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,fr
10635,MAGAA,8,08.12.7432,08.08.7440,04.10.7433,3,47.4599990,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy'
10636,WARTH,4,18.03.7433,16.11.7440,16.02.7435,1,1.15000000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland'
10637,QUEEN,6,18.03.7433,16.11.7440,16.02.7435,1,201.289993,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil'
10638,LINOD,3,26.06.7433,24.02.7441,08.10.7436,1,158.440002,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela'
10639,SANTG,7,26.06.7433,24.02.7441,27.05.7435,3,38.6399990,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway'
10640,WANDK,4,04.10.7433,04.06.7441,04.09.7435,1,23.5499990,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany'
10641,HILAA,4,12.01.7434,12.09.7441,16.02.7435,2,179.610001,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela'
10642,SIMOB,7,12.01.7434,12.09.7441,12.11.7437,3,41.8899990,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark'
10643,ALFKI,6,08.11.7434,09.07.7442,16.01.7437,1,29.4599990,Alfreds Futterkiste,Obere Str. 57,Berlin,,12209,Germany'
10644,WELLI,3,08.11.7434,09.07.7442,08.10.7436,2,0.140000000,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil'
10645,HANAR,4,16.02.7435,17.10.7442,16.01.7437,1,12.4100000,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil'
10646,HUNGO,9,27.05.7435,25.11.7446,26.04.7437,3,142.330002,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10647,QUEDE,4,27.05.7435,27.03.7439,26.04.7437,2,45.5400010,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil'
10648,RICAR,5,04.09.7435,05.03.7447,17.12.7438,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil'
10649,MAISD,5,04.09.7435,05.05.7443,13.12.7435,3,6.20000000,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium'
10650,FAMIA,5,13.12.7435,13.08.7443,26.04.7437,3,176.809998,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil'
10651,WANDK,8,08.10.7436,08.06.7444,05.07.7439,2,20.6000000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany'
10652,GOURL,4,08.10.7436,08.06.7444,08.09.7438,2,7.14000000,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil'
10653,FRANK,1,16.01.7437,16.09.7444,12.09.7441,1,93.25,Frankenversand,Berliner Platz 43,München,,80805,Germany'
10654,BERGS,5,16.01.7437,16.09.7444,05.07.7439,1,55.2599980,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10655,REGGC,1,26.04.7437,25.12.7444,05.07.7439,2,4.41000000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy'
10656,GREAL,6,04.08.7437,04.04.7445,27.03.7439,1,57.1500020,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA'
10657,SAVEA,2,04.08.7437,04.04.7445,08.08.7440,2,352.690002,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10658,QUICK,4,12.11.7437,13.07.7445,08.09.7438,1,364.149994,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10659,QUEEN,7,12.11.7437,13.07.7445,27.03.7439,2,105.809998,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil'
10660,HUNGC,8,08.09.7438,09.05.7446,25.10.7448,1,111.290001,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA'
10661,HUNGO,7,17.12.7438,17.08.7446,08.08.7440,3,17.5499990,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10662,LONEP,3,17.12.7438,17.08.7446,04.06.7441,2,1.28000000,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA'
10663,BONAP,2,27.03.7439,25.01.7443,13.07.7445,2,113.150002,Bon app'',"12, rue des Bouchers",Marseille,,13008,fr
10664,FURIB,1,27.03.7439,25.11.7446,12.09.7441,3,1.27000000,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal'
10665,LONEP,1,05.07.7439,05.03.7447,24.02.7441,2,26.3099990,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA'
10666,RICSU,7,13.10.7439,13.06.7447,09.07.7442,2,232.419998,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland'
10667,ERNSH,7,13.10.7439,13.06.7447,12.09.7441,1,78.0899960,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10668,WANDK,1,08.08.7440,08.04.7448,17.10.7442,2,47.2200010,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany'
10669,SIMOB,2,08.08.7440,08.04.7448,09.07.7442,1,24.3899990,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark'
10670,FRANK,4,16.11.7440,17.07.7448,04.06.7441,1,203.479996,Frankenversand,Berliner Platz 43,München,,80805,Germany'
10671,FRANR,1,24.02.7441,25.10.7448,25.01.7443,1,30.3400000,France restauration,"54, rue Royale",Nantes,,44000,fr
10672,BERGS,9,24.02.7441,25.12.7444,13.08.7443,2,95.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10673,WILMK,2,04.06.7441,02.02.7449,12.09.7441,1,22.7600000,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland'
10674,ISLAT,4,04.06.7441,02.02.7449,16.09.7444,2,0.900000000,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK'
10675,FRANK,5,12.09.7441,13.05.7449,17.10.7442,2,31.8500000,Frankenversand,Berliner Platz 43,München,,80805,Germany'
10676,TORTU,2,09.07.7442,09.03.7450,08.06.7444,2,2.01000000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico'
10677,ANTON,1,09.07.7442,09.03.7450,13.08.7443,3,4.03000000,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico'
10678,SAVEA,7,17.10.7442,17.06.7450,02.02.7449,3,388.980011,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10679,BLONP,8,17.10.7442,17.06.7450,16.09.7444,3,27.9400010,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,fr
10680,OLDWO,1,25.01.7443,25.09.7450,13.08.7443,1,26.6100010,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA'
10681,GREAL,3,05.05.7443,03.01.7451,16.09.7444,3,76.1299970,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA'
10682,ANTON,3,05.05.7443,03.01.7451,25.12.7444,2,36.1300010,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico'
10683,DUMON,2,13.08.7443,13.04.7451,25.12.7444,1,4.4000000,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,fr
10684,OTTIK,3,13.08.7443,13.04.7451,16.09.7444,1,145.630005,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany'
10685,GOURL,4,08.06.7444,08.04.7448,13.07.7445,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil'
10686,PICCO,2,16.09.7444,17.05.7452,25.11.7446,1,96.5,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria'
10687,HUNGO,9,16.09.7444,17.05.7452,03.12.7452,2,296.429993,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10688,VAFFE,4,25.12.7444,25.10.7448,17.08.7446,2,299.089996,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark'
10689,BERGS,1,25.12.7444,25.08.7452,17.08.7446,2,13.4200000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10690,HANAR,1,04.04.7445,03.12.7452,13.07.7445,1,15.8000000,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil'
10691,QUICK,2,13.07.7445,11.01.7457,25.09.7450,2,810.049988,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10692,ALFKI,4,13.07.7445,13.03.7453,08.04.7448,2,61.0200010,Alfred''s Futterkiste,Obere Str. 57,Berlin,,12209,Germany'
10693,WHITC,3,09.05.7446,09.03.7450,13.06.7447,3,139.339996,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA'
10694,QUICK,8,09.05.7446,07.01.7454,05.03.7447,3,398.359985,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10695,WILMK,7,17.08.7446,15.02.7458,17.07.7448,1,16.7199990,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland'
10696,WHITC,8,25.11.7446,26.05.7458,17.07.7448,3,102.550003,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA'
10697,LINOD,3,25.11.7446,26.07.7454,17.07.7448,1,45.5200010,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela'
10698,ERNSH,4,05.03.7447,03.11.7454,13.05.7449,1,272.470001,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10699,MORGK,3,05.03.7447,03.11.7454,08.04.7448,3,0.580000000,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany'
10700,SAVEA,3,13.06.7447,11.02.7455,02.02.7449,1,65.0999980,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10701,HUNGO,6,08.04.7448,07.02.7452,25.10.7448,3,220.309998,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10702,ALFKI,4,08.04.7448,08.10.7459,17.06.7450,1,23.9400010,Alfred''s Futterkiste,Obere Str. 57,Berlin,,12209,Germany'
10703,FOLKO,6,17.07.7448,17.03.7456,09.03.7450,2,152.300003,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden'
10704,QUEEN,6,17.07.7448,17.03.7456,11.02.7455,1,4.78000000,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil'
10705,HILAA,9,25.10.7448,25.06.7456,15.02.7458,2,3.52000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela'
10706,OLDWO,8,02.02.7449,03.10.7456,17.06.7450,3,135.630005,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA'
10707,AROUT,4,02.02.7449,03.12.7452,03.01.7451,3,21.7400000,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK'
10708,THEBI,6,13.05.7449,11.11.7460,26.07.7454,2,2.96000000,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA'
10709,GOURL,1,13.05.7449,11.01.7457,03.09.7458,3,210.800003,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil'
10710,FRANS,1,09.03.7450,07.11.7457,03.01.7451,1,4.98000000,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy'
10711,SAVEA,5,17.06.7450,16.12.7461,25.08.7452,2,52.4100000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10712,HUNGO,3,17.06.7450,15.02.7458,13.03.7453,1,89.9300000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10713,SAVEA,1,25.09.7450,26.05.7458,13.04.7451,1,167.050003,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10714,SAVEA,5,25.09.7450,26.05.7458,07.02.7452,3,24.4900000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10715,BONAP,3,03.01.7451,03.11.7454,25.08.7452,1,63.2000010,Bon app'',"12, rue des Bouchers",Marseille,,13008,fr
10716,RANCH,4,13.04.7451,12.12.7458,07.02.7452,2,22.5700000,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina'
10717,FRANK,1,13.04.7451,12.12.7458,25.08.7452,2,59.25,Frankenversand,Berliner Platz 43,München,,80805,Germany'
10718,KOENE,1,07.02.7452,08.10.7459,25.08.7452,3,170.880005,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany'
10719,LETSS,8,07.02.7452,08.10.7459,26.07.7454,2,51.4399990,Let''s Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA'
10720,QUEDE,8,17.05.7452,17.03.7456,26.07.7454,2,9.53000000,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil'
10721,QUICK,5,25.08.7452,25.04.7460,13.03.7453,3,48.9199980,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10722,SAVEA,8,25.08.7452,24.02.7464,17.04.7454,1,74.5800020,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10723,WHITC,3,03.12.7452,03.08.7460,16.01.7460,1,21.7199990,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA'
10724,MEREP,8,03.12.7452,03.06.7464,26.07.7454,2,57.75,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10725,FAMIA,4,13.03.7453,11.11.7460,26.07.7454,3,10.8300000,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil'
10726,EASTC,4,07.01.7454,07.11.7457,12.10.7462,1,16.5599990,Eastern Connection,35 King George,London,,WX3 6FW,UK'
10727,REGGC,2,07.01.7454,07.09.7461,12.10.7462,1,89.9000020,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy'
10728,QUEEN,4,17.04.7454,16.12.7461,17.03.7456,2,58.3300020,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil'
10729,LINOD,8,17.04.7454,16.10.7465,11.01.7457,3,141.059998,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela'
10730,BONAP,5,26.07.7454,26.03.7462,11.01.7457,1,20.1200010,Bon app'',"12, rue des Bouchers",Marseille,,13008,fr
10731,CHOPS,7,03.11.7454,04.07.7462,11.01.7457,1,96.6500020,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland'
10732,BONAP,3,03.11.7454,04.07.7462,11.02.7455,1,16.9699990,Bon app'',"12, rue des Bouchers",Marseille,,13008,fr
10733,BERGS,1,11.02.7455,12.10.7462,08.12.7455,3,110.110001,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10734,GOURL,2,11.02.7455,12.10.7462,25.06.7456,3,1.63,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil'
10735,LETSS,6,08.12.7455,08.08.7463,12.12.7458,2,45.9700010,Let''s Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA'
10736,HUNGO,9,17.03.7456,16.11.7463,12.12.7458,2,44.0999980,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10737,VINET,2,17.03.7456,16.11.7463,15.02.7458,2,7.79000000,Vins et alcools Chevalier,59 rue de l''Abbaye,Reims,,51100,fr
10738,SPECD,2,25.06.7456,24.02.7464,15.02.7458,1,2.91000000,Spécialités du monde,"25, rue Lauriston",Paris,,75016,fr
10739,VINET,3,25.06.7456,24.02.7464,07.11.7457,3,11.0800000,Vins et alcools Chevalier,59 rue de l''Abbaye,Reims,,51100,fr
10740,WHITC,4,03.10.7456,03.06.7464,16.01.7460,2,81.8799970,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA'
10741,AROUT,4,11.01.7457,11.11.7460,15.02.7458,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK'
10742,BOTTM,3,11.01.7457,11.09.7464,15.02.7458,3,243.729996,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada'
10743,AROUT,1,07.11.7457,08.07.7465,12.12.7458,2,23.7199990,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK'
10744,VAFFE,6,07.11.7457,08.07.7465,08.10.7459,1,69.1900020,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark'
10745,QUICK,9,15.02.7458,16.10.7465,03.08.7460,1,3.52000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10746,CHOPS,1,26.05.7458,24.01.7466,12.12.7458,3,31.4300000,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland'
10747,PICCO,6,26.05.7458,24.01.7466,25.04.7460,1,117.330002,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria'
10748,SAVEA,3,03.09.7458,04.05.7466,11.11.7460,1,232.550003,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10749,ISLAT,4,03.09.7458,04.05.7466,12.08.7466,2,61.5299990,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK'
10750,WARTH,9,12.12.7458,12.08.7466,08.10.7459,1,79.3000030,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland'
10751,RICSU,3,08.10.7459,08.06.7467,26.03.7462,3,130.789993,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland'
10752,NORTS,2,08.10.7459,08.06.7467,11.11.7460,3,1.39000000,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK'
10753,FRANS,3,16.01.7460,16.09.7467,03.08.7460,1,7.70000000,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy'
10754,MAGAA,6,16.01.7460,16.09.7467,03.08.7460,3,2.38000000,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy'
10755,BONAP,4,25.04.7460,25.12.7467,11.11.7460,2,16.7099990,Bon app'',"12, rue des Bouchers",Marseille,,13008,fr
10756,SPLIR,8,03.08.7460,03.04.7468,16.12.7461,2,73.2099990,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA'
10757,SAVEA,6,03.08.7460,03.04.7468,08.07.7465,1,8.19000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10758,RICSU,3,11.11.7460,12.07.7468,04.07.7462,3,138.169998,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland'
10759,ANATR,3,11.11.7460,12.07.7468,11.09.7464,3,11.9900000,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,5021,Mexico'
10760,MAISD,4,07.09.7461,08.05.7469,24.02.7464,1,155.639999,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium'
10761,RATTC,5,16.12.7461,16.08.7469,08.08.7463,2,18.6600000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA'
10762,FOLKO,3,16.12.7461,16.08.7469,16.11.7463,1,328.73999,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden'
10763,FOLIG,3,26.03.7462,24.11.7469,08.08.7463,3,37.3499980,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,fr
10764,ERNSH,6,26.03.7462,24.11.7469,08.08.7463,3,145.449997,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10765,QUICK,3,04.07.7462,18.01.4770,16.11.7463,3,42.7400020,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10766,OTTIK,4,12.10.7462,28.04.4770,16.11.7463,1,157.550003,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany'
10767,SUPRD,4,12.10.7462,28.04.4770,08.07.7465,3,1.59000000,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium'
10768,AROUT,3,08.08.7463,22.02.4771,08.07.7465,2,146.320007,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK'
10769,VAFFE,3,08.08.7463,22.02.4771,11.09.7464,1,65.0599980,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark'
10770,HANAR,8,16.11.7463,02.06.4771,24.01.7466,3,5.32000000,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil'
10771,ERNSH,9,24.02.7464,10.09.4771,28.04.4770,2,11.1900000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10772,LEHMS,3,24.02.7464,10.09.4771,12.08.7466,2,91.2799990,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany'
10773,ERNSH,1,03.06.7464,19.12.4771,16.10.7465,3,96.4300000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10774,FOLKO,4,03.06.7464,03.04.7468,11.09.7464,1,48.2000010,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden'
10775,THECR,7,11.09.7464,28.03.4772,12.07.7468,1,20.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA'
10776,ERNSH,1,08.07.7465,22.01.4773,04.05.7466,3,351.529999,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10777,GOURL,7,08.07.7465,08.05.7469,11.07.4775,2,3.01000000,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil'
10778,BERGS,3,16.10.7465,02.05.4773,25.12.7467,1,6.79000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10779,MORGK,3,16.10.7465,02.05.4773,10.08.4773,2,58.1300010,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany'
