"order_id","customer_id","employe_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","adresse_id","livraison_methode"
10500,LAMAI,6,2024-04-09,2024-05-07,2024-04-17,1,42.68,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,1
10501,BLAUS,9,2024-04-09,2024-05-07,2024-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,"68306",Germany',1006,2
10502,PERIC,2,2024-04-10,2024-05-08,2024-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,"05033",Mexico',1058,4
10503,HUNGO,6,2024-04-11,2024-05-09,2024-04-16,2,16.74,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,0
10505,MEREP,3,2024-04-14,2024-05-12,2024-04-21,3,7.13,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,4
10506,KOENE,9,2024-04-15,2024-05-13,2024-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,4
10507,ANTON,7,2024-04-15,2024-05-13,2024-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,"05023",Mexico',1003,1
10508,OTTIK,1,2024-04-16,2024-05-14,2024-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,"50739",Germany',1056,3
10509,BLAUS,4,2024-04-17,2024-05-15,2024-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,"68306",Germany',1006,4
10510,SAVEA,6,2024-04-18,2024-05-16,2024-04-28,3,367.63,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,1
10511,BONAP,4,2024-04-18,2024-05-16,2024-04-21,3,350.64,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,2
10512,FAMIA,7,2024-04-21,2024-05-19,2024-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,"05442-030",Brazil',1021,4
10513,WANDK,7,2024-04-22,2024-06-03,2024-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,"70563",Germany',1086,1
10514,ERNSH,3,2024-04-22,2024-05-20,2024-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10515,QUICK,2,2024-04-23,2024-05-07,2024-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,2
10516,HUNGO,2,2024-04-24,2024-05-22,2024-05-01,3,62.78,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,2
10517,NORTS,3,2024-04-24,2024-05-22,2024-04-29,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK',1053,2
10518,TORTU,4,2024-04-25,2024-05-09,2024-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,"05033",Mexico',1080,0
10520,SANTG,7,2024-04-29,2024-05-27,2024-05-01,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,"4110",Norway',1070,1
10521,CACTU,8,2024-04-29,2024-05-27,2024-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,"1010",Argentina',1012,4
10522,LEHMS,4,2024-04-30,2024-05-28,2024-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,1
10523,SEVES,7,2024-05-01,2024-05-29,2024-05-30,2,77.63,Seven Seas Imports,"90 Wadhurst Rd.",London,,OX15 4NB,UK',1072,0
10524,BERGS,1,2024-05-01,2024-05-29,2024-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,2
10525,BONAP,1,2024-05-02,2024-05-30,2024-05-23,2,11.06,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,0
10526,WARTH,4,2024-05-05,2024-06-02,2024-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,0
10527,QUICK,7,2024-05-05,2024-06-02,2024-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,2
10528,GREAL,6,2024-05-06,2024-05-20,2024-05-09,2,3.35,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA',1032,0
10529,MAISD,5,2024-05-07,2024-06-04,2024-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium',1050,3
10530,PICCO,3,2024-05-08,2024-06-05,2024-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,"5020",Austria',1059,4
10531,OCEAN,7,2024-05-08,2024-06-05,2024-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,"1010",Argentina',1054,3
10532,EASTC,7,2024-05-09,2024-06-06,2024-05-12,3,74.46,Eastern Connection,"35 King George",London,,WX3 6FW,UK',1019,1
10533,FOLKO,8,2024-05-12,2024-06-09,2024-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,3
10534,LEHMS,8,2024-05-12,2024-06-09,2024-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,1
10535,ANTON,4,2024-05-13,2024-06-10,2024-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,"05023",Mexico',1003,2
10536,LEHMS,3,2024-05-14,2024-06-11,2024-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,1
10538,BSBEV,9,2024-05-15,2024-06-12,2024-05-16,3,4.87,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK',1011,1
10539,BSBEV,6,2024-05-16,2024-06-13,2024-05-23,3,12.36,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK',1011,1
10540,QUICK,3,2024-05-19,2024-06-16,2024-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,2
10541,HANAR,2,2024-05-19,2024-06-16,2024-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,"05454-876",Brazil',1034,4
10542,KOENE,1,2024-05-20,2024-06-17,2024-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,2
10543,LILAS,8,2024-05-21,2024-06-18,2024-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela',1046,3
10544,LONEP,4,2024-05-21,2024-06-18,2024-05-30,1,24.91,Lonesome Pine Restaurant,"89 Chiaroscuro Rd.",Portland,OR,"97219",USA',1048,0
10545,LAZYK,8,2024-05-22,2024-06-19,2024-06-26,2,11.92,Lazy K Kountry Store,"12 Orchestra Terrace",Walla Walla,WA,"99362",USA',1043,1
10546,VICTE,1,2024-05-23,2024-06-20,2024-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,,"69004",fr,1084,4
10547,SEVES,3,2024-05-23,2024-06-20,2024-06-02,2,178.43,Seven Seas Imports,"90 Wadhurst Rd.",London,,OX15 4NB,UK',1072,2
10548,TOMSP,3,2024-05-26,2024-06-23,2024-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,,"44087",Germany',1079,2
10549,QUICK,5,2024-05-27,2024-06-10,2024-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,3
10551,FURIB,4,2024-05-28,2024-07-09,2024-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,"1675",Portugal',1028,2
10552,HILAA,2,2024-05-29,2024-06-26,2024-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,4
10553,WARTH,2,2024-05-30,2024-06-27,2024-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,3
10554,OTTIK,4,2024-05-30,2024-06-27,2024-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,"50739",Germany',1056,2
10555,SAVEA,6,2024-06-02,2024-06-30,2024-06-04,3,252.49,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,1
10556,SIMOB,2,2024-06-03,2024-07-15,2024-06-13,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,,"1734",Denmark',1073,4
10557,LEHMS,9,2024-06-03,2024-06-17,2024-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,3
10559,BLONP,6,2024-06-05,2024-07-03,2024-06-13,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,,"67000",fr,1007,2
10560,FRANK,8,2024-06-06,2024-07-04,2024-06-09,1,36.65,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,3
10561,FOLKO,2,2024-06-06,2024-07-04,2024-06-09,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,3
10562,REGGC,1,2024-06-09,2024-07-07,2024-06-12,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,"42100",Italy',1066,2
10563,RICAR,2,2024-06-10,2024-07-22,2024-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,"02389-890",Brazil',1067,2
10564,RATTC,4,2024-06-10,2024-07-08,2024-06-16,3,13.75,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA',1065,2
10565,MEREP,8,2024-06-11,2024-07-09,2024-06-18,2,7.15,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,1
10566,BLONP,9,2024-06-12,2024-07-10,2024-06-18,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,,"67000",fr,1007,4
10567,HUNGO,1,2024-06-12,2024-07-10,2024-06-17,1,33.97,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,4
10568,GALED,3,2024-06-13,2024-07-11,2024-07-09,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,"8022",Spain',1029,1
10569,RATTC,5,2024-06-16,2024-07-14,2024-07-11,1,58.98,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA',1065,1
10570,MEREP,3,2024-06-17,2024-07-15,2024-06-19,3,188.99,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,2
10571,ERNSH,8,2024-06-17,2024-07-29,2024-07-04,3,26.06,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10572,BERGS,3,2024-06-18,2024-07-16,2024-06-25,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,0
10573,ANTON,7,2024-06-19,2024-07-17,2024-06-20,3,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,"05023",Mexico',1003,3
10574,TRAIH,4,2024-06-19,2024-07-17,2024-06-30,2,37.6,Trail''s Head Gourmet Provisioners,"722 DaVinci Blvd.",Kirkland,WA,"98034",USA',1082,0
10575,MORGK,5,2024-06-20,2024-07-04,2024-06-30,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,"04179",Germany',1052,0
10576,TORTU,3,2024-06-23,2024-07-07,2024-06-30,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,"05033",Mexico',1080,3
10577,TRAIH,9,2024-06-23,2024-08-04,2024-06-30,2,25.41,Trail''s Head Gourmet Provisioners,"722 DaVinci Blvd.",Kirkland,WA,"98034",USA',1082,2
10578,BSBEV,4,2024-06-24,2024-07-22,2024-07-25,3,29.6,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK',1011,4
10579,LETSS,1,2024-06-25,2024-07-23,2024-07-04,2,13.73,Let''s Stop N Shop,"87 Polk St. Suite 5",San Francisco,CA,"94117",USA',1045,2
10580,OTTIK,4,2024-06-26,2024-07-24,2024-07-01,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,"50739",Germany',1056,1
10581,FAMIA,3,2024-06-26,2024-07-24,2024-07-02,1,3.01,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,"05442-030",Brazil',1021,3
10582,BLAUS,3,2024-06-27,2024-07-25,2024-07-14,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,"68306",Germany',1006,1
10583,WARTH,2,2024-06-30,2024-07-28,2024-07-04,2,7.28,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,2
10584,BLONP,4,2024-06-30,2024-07-28,2024-07-04,1,59.14,Blondel père et fils,"24, place Kléber",Strasbourg,,"67000",fr,1007,1
10585,WELLI,7,2024-07-01,2024-07-29,2024-07-10,1,13.41,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,"08737-363",Brazil',1088,3
10586,REGGC,9,2024-07-02,2024-07-30,2024-07-09,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,"42100",Italy',1066,1
10587,QUEDE,1,2024-07-02,2024-07-30,2024-07-09,1,62.52,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,"02389-673",Brazil',1061,3
10588,QUICK,2,2024-07-03,2024-07-31,2024-07-10,3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,2
10589,GREAL,8,2024-07-04,2024-08-01,2024-07-14,2,4.42,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA',1032,0
10590,MEREP,4,2024-07-07,2024-08-04,2024-07-14,3,44.77,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,1
10591,VAFFE,1,2024-07-07,2024-07-21,2024-07-16,1,55.92,Vaffeljernet,Smagsloget 45,Århus,,"8200",Denmark',1083,1
10592,LEHMS,3,2024-07-08,2024-08-05,2024-07-16,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,1
10593,LEHMS,7,2024-07-09,2024-08-06,2024-08-13,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,1
10594,OLDWO,3,2024-07-09,2024-08-06,2024-07-16,2,5.24,Old World Delicatessen,"2743 Bering St.",Anchorage,AK,"99508",USA',1055,2
10595,ERNSH,2,2024-07-10,2024-08-07,2024-07-14,1,96.78,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,3
10713,SAVEA,1,2024-10-22,2024-11-19,2024-10-24,1,167.05,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,1
10597,PICCO,7,2024-07-11,2024-08-08,2024-07-18,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,,"5020",Austria',1059,3
10598,RATTC,1,2024-07-14,2024-08-11,2024-07-18,3,44.42,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA',1065,1
10599,BSBEV,6,2024-07-15,2024-08-26,2024-07-21,3,29.98,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK',1011,2
10600,HUNGC,4,2024-07-16,2024-08-13,2024-07-21,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,"97827",USA',1036,3
10601,HILAA,7,2024-07-16,2024-08-27,2024-07-22,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,2
10602,VAFFE,8,2024-07-17,2024-08-14,2024-07-22,2,2.92,Vaffeljernet,Smagsloget 45,Århus,,"8200",Denmark',1083,4
10603,SAVEA,8,2024-07-18,2024-08-15,2024-08-08,2,48.77,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,3
10604,FURIB,1,2024-07-18,2024-08-15,2024-07-29,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,"1675",Portugal',1028,2
10605,MEREP,1,2024-07-21,2024-08-18,2024-07-29,2,379.13,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,2
10606,TRADH,4,2024-07-22,2024-08-19,2024-07-31,3,79.4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,"05634-030",Brazil',1081,4
10607,SAVEA,5,2024-07-22,2024-08-19,2024-07-25,1,200.24,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,0
10608,TOMSP,4,2024-07-23,2024-08-20,2024-08-01,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,,"44087",Germany',1079,0
10609,DUMON,7,2024-07-24,2024-08-21,2024-07-30,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,,"44000",fr,1018,1
10610,LAMAI,8,2024-07-25,2024-08-22,2024-08-06,1,26.78,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,1
10611,WOLZA,6,2024-07-25,2024-08-22,2024-08-01,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,"01-012",Poland',1091,3
10612,SAVEA,1,2024-07-28,2024-08-25,2024-08-01,2,544.08,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,1
10613,HILAA,4,2024-07-29,2024-08-26,2024-08-01,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,2
10614,BLAUS,8,2024-07-29,2024-08-26,2024-08-01,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,"68306",Germany',1006,2
10615,WILMK,2,2024-07-30,2024-08-27,2024-08-06,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,,"21240",Finland',1090,0
10616,GREAL,1,2024-07-31,2024-08-28,2024-08-05,2,116.53,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA',1032,0
10617,GREAL,4,2024-07-31,2024-08-28,2024-08-04,2,18.53,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA',1032,1
10618,MEREP,1,2024-08-01,2024-09-12,2024-08-08,1,154.68,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,2
10619,MEREP,3,2024-08-04,2024-09-01,2024-08-07,3,91.05,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,1
10621,ISLAT,4,2024-08-05,2024-09-02,2024-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK',1038,0
10622,RICAR,4,2024-08-06,2024-09-03,2024-08-11,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,"02389-890",Brazil',1067,2
10623,FRANK,8,2024-08-07,2024-09-04,2024-08-12,2,97.18,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,0
10624,THECR,4,2024-08-07,2024-09-04,2024-08-19,2,94.8,The Cracker Box,"55 Grizzly Peak Rd.",Butte,MT,"59801",USA',1078,1
10625,ANATR,3,2024-08-08,2024-09-05,2024-08-14,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,"05021",Mexico',1002,0
10626,BERGS,1,2024-08-11,2024-09-08,2024-08-20,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,4
10627,SAVEA,8,2024-08-11,2024-09-22,2024-08-21,3,107.46,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,3
10628,BLONP,4,2024-08-12,2024-09-09,2024-08-20,3,30.36,Blondel père et fils,"24, place Kléber",Strasbourg,,"67000",fr,1007,3
10630,KOENE,1,2024-08-13,2024-09-10,2024-08-19,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,3
10631,LAMAI,8,2024-08-14,2024-09-11,2024-08-15,1,0.87,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,3
10632,WANDK,8,2024-08-14,2024-09-11,2024-08-19,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,"70563",Germany',1086,2
10633,ERNSH,7,2024-08-15,2024-09-12,2024-08-18,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10634,FOLIG,4,2024-08-15,2024-09-12,2024-08-21,3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,,"59000",fr,1023,0
10635,MAGAA,8,2024-08-18,2024-09-15,2024-08-21,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,"24100",Italy',1049,1
10636,WARTH,4,2024-08-19,2024-09-16,2024-08-26,1,1.15,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,2
10637,QUEEN,6,2024-08-19,2024-09-16,2024-08-26,1,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil',1062,1
10638,LINOD,3,2024-08-20,2024-09-17,2024-09-01,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela',1047,0
10639,SANTG,7,2024-08-20,2024-09-17,2024-08-27,3,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,,"4110",Norway',1070,3
10640,WANDK,4,2024-08-21,2024-09-18,2024-08-28,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,"70563",Germany',1086,2
10641,HILAA,4,2024-08-22,2024-09-19,2024-08-26,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,3
10642,SIMOB,7,2024-08-22,2024-09-19,2024-09-05,3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,,"1734",Denmark',1073,2
10643,ALFKI,6,2024-08-25,2024-09-22,2024-09-02,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,,"12209",Germany',1001,3
10644,WELLI,3,2024-08-25,2024-09-22,2024-09-01,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,"08737-363",Brazil',1088,1
10645,HANAR,4,2024-08-26,2024-09-23,2024-09-02,1,12.41,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,"05454-876",Brazil',1034,2
10646,HUNGO,9,2024-08-27,2024-10-08,2024-09-03,3,142.33,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,3
10647,QUEDE,4,2024-08-27,2024-09-10,2024-09-03,2,45.54,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,"02389-673",Brazil',1061,3
10648,RICAR,5,2024-08-28,2024-10-09,2024-09-09,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,"02389-890",Brazil',1067,2
10649,MAISD,5,2024-08-28,2024-09-25,2024-08-29,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium',1050,1
10650,FAMIA,5,2024-08-29,2024-09-26,2024-09-03,3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,"05442-030",Brazil',1021,0
10651,WANDK,8,2024-09-01,2024-09-29,2024-09-11,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,"70563",Germany',1086,3
10652,GOURL,4,2024-09-01,2024-09-29,2024-09-08,2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,"04876-786",Brazil',1031,3
10653,FRANK,1,2024-09-02,2024-09-30,2024-09-19,1,93.25,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,0
10654,BERGS,5,2024-09-02,2024-09-30,2024-09-11,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,2
10655,REGGC,1,2024-09-03,2024-10-01,2024-09-11,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,"42100",Italy',1066,2
10656,GREAL,6,2024-09-04,2024-10-02,2024-09-10,1,57.15,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA',1032,2
10657,SAVEA,2,2024-09-04,2024-10-02,2024-09-15,2,352.69,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,1
10658,QUICK,4,2024-09-05,2024-10-03,2024-09-08,1,364.15,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,0
10659,QUEEN,7,2024-09-05,2024-10-03,2024-09-10,2,105.81,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil',1062,3
10660,HUNGC,8,2024-09-08,2024-10-06,2024-10-15,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,"97827",USA',1036,3
10661,HUNGO,7,2024-09-09,2024-10-07,2024-09-15,3,17.55,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,1
10662,LONEP,3,2024-09-09,2024-10-07,2024-09-18,2,1.28,Lonesome Pine Restaurant,"89 Chiaroscuro Rd.",Portland,OR,"97219",USA',1048,4
10663,BONAP,2,2024-09-10,2024-09-24,2024-10-03,2,113.15,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,4
10664,FURIB,1,2024-09-10,2024-10-08,2024-09-19,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,"1675",Portugal',1028,1
10665,LONEP,1,2024-09-11,2024-10-09,2024-09-17,2,26.31,Lonesome Pine Restaurant,"89 Chiaroscuro Rd.",Portland,OR,"97219",USA',1048,2
10667,ERNSH,7,2024-09-12,2024-10-10,2024-09-19,1,78.09,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,3
10668,WANDK,1,2024-09-15,2024-10-13,2024-09-23,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,"70563",Germany',1086,3
10669,SIMOB,2,2024-09-15,2024-10-13,2024-09-22,1,24.39,Simons bistro,Vinbæltet 34,Kobenhavn,,"1734",Denmark',1073,3
10670,FRANK,4,2024-09-16,2024-10-14,2024-09-18,1,203.48,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,2
10671,FRANR,1,2024-09-17,2024-10-15,2024-09-24,1,30.34,France restauration,"54, rue Royale",Nantes,,"44000",fr,1026,1
10672,BERGS,9,2024-09-17,2024-10-01,2024-09-26,2,95.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,1
10673,WILMK,2,2024-09-18,2024-10-16,2024-09-19,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,,"21240",Finland',1090,0
10674,ISLAT,4,2024-09-18,2024-10-16,2024-09-30,2,0.9,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK',1038,4
10675,FRANK,5,2024-09-19,2024-10-17,2024-09-23,2,31.85,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,2
10676,TORTU,2,2024-09-22,2024-10-20,2024-09-29,2,2.01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,"05033",Mexico',1080,1
10677,ANTON,1,2024-09-22,2024-10-20,2024-09-26,3,4.03,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,"05023",Mexico',1003,1
